"","Project","Sample_ID","Number_on_vial","Volume_mL","Collection_Date_YYYYMMDD","Evacuation_date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","H2S_Conc_uM","H2S_Conc_sd","H2S_cv","H2S_Conc_flag","H2S_cv_flag","H2S_QAQC_flag","Dilution","Analysis_rundate","Field_notes","Run_notes"
"94","TEMPEST","TMP_FW_PW_F6_15cm_SO4_20260611_D5_PM","286",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"95","TEMPEST","TMP_FW_PW_H6_50cm_SO4_20260611_D5_PM","292",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"96","TEMPEST","TMP_FW_PW_C6_30cm_SO4_20260611_D5_PM","279",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"97","TEMPEST","TMP_FW_PW_H3_15cm_SO4_20260611_D5_PM","287",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"98","TEMPEST","TMP_FW_PW_I5_15cm_SO4_20260611_D5_PM","293",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"99","TEMPEST","TMP_FW_PW_C6_50cm_SO4_20260611_D5_PM","280",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"100","TEMPEST","TMP_FW_PW_H3_30cm_SO4_20260611_D5_PM","288",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"101","TEMPEST","TMP_SW_SCE_SO4_20260611_D5_PM","294",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"102","TEMPEST","TMP_FW_PW_D5_15cm_SO4_20260611_D5_PM","281",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"103","TEMPEST","TMP_FW_PW_H3_50cm_SO4_20260611_D5_PM","289",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"104","TEMPEST","TMP_FW_SCE_SO4_20260611_D5_PM","295",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"105","TEMPEST","TMP_FW_PW_E3_15cm_SO4_20260611_D5_PM","282",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"106","TEMPEST","TMP_FW_PW_H6_15cm_SO4_20260611_D5_PM","290",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"107","TEMPEST","TMP_EST_SCE_SO4_20260611_D5_HT","296",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"108","TEMPEST","TMP_FW_PW_F4_15cm_SO4_20260611_D5_PM","283",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"109","TEMPEST","TMP_SW_RO_SO4_20260611_D5_T2","297",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"110","TEMPEST","TMP_FW_PW_F4_30cm_SO4_20260611_D5_PM","284",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"111","TEMPEST","TMP_FW_PW_H6_30cm_SO4_20260611_D5_PM","291",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"112","TEMPEST","TMP_FW_RO_SO4_20260611_D5_T2","298",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"113","TEMPEST","TMP_FW_PW_C3_50cm_SO4_20260611_D5_PM","277",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"114","TEMPEST","TMP_FW_PW_F4_50cm_SO4_20260611_D5_PM","285",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"115","TEMPEST","TMP_SW_PW_B4_15cm_SO4_20260612_D6_PM","299",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"116","TEMPEST","TMP_SW_PW_C3_50cm_SO4_20260612_D6_PM","301",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"117","TEMPEST","TMP_SW_PW_F4_50cm_SO4_20260612_D6_PM","309",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"118","TEMPEST","TMP_SW_PW_H6_30cm_SO4_20260612_D6_PM","315",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"119","TEMPEST","TMP_SW_PW_C6_15cm_SO4_20260612_D6_PM","302",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"120","TEMPEST","TMP_SW_PW_F6_15cm_SO4_20260612_D6_PM","310",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"121","TEMPEST","TMP_SW_PW_H6_50cm_SO4_20260612_D6_PM","316",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"122","TEMPEST","TMP_SW_PW_C6_30cm_SO4_20260612_D6_PM","303",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"123","TEMPEST","TMP_SW_PW_H3_15cm_SO4_20260612_D6_PM","311",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"124","TEMPEST","TMP_SW_PW_I5_15cm_SO4_20260612_D6_PM","317",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"125","TEMPEST","TMP_SW_PW_C6_50cm_SO4_20260612_D6_PM","304",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"126","TEMPEST","TMP_SW_PW_H3_30cm_SO4_20260612_D6_PM","312",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"127","TEMPEST","TMP_FW_PW_B4_15cm_SO4_20260612_D6_PM","318",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"128","TEMPEST","TMP_SW_PW_D5_15cm_SO4_20260612_D6_PM","305",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"129","TEMPEST","TMP_SW_PW_H3_50cm_SO4_20260612_D6_PM","313",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"130","TEMPEST","TMP_FW_PW_C3_15cm_SO4_20260612_D6_PM","319",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"131","TEMPEST","TMP_SW_PW_E3_15cm_SO4_20260612_D6_PM","306",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"132","TEMPEST","TMP_FW_PW_C3_30cm_SO4_20260612_D6_PM","320",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"133","TEMPEST","TMP_SW_PW_F4_30cm_SO4_20260612_D6_PM","308",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"134","TEMPEST","TMP_SW_PW_H6_15cm_SO4_20260612_D6_PM","314",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"135","TEMPEST","TMP_FW_PW_C3_50cm_SO4_20260612_D6_PM","321",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"136","TEMPEST","TMP_SW_PW_C3_15cm_SO4_20260612_D6_PM","300",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"137","TEMPEST","TMP_SW_PW_F4_15cm_SO4_20260612_D6_PM","307",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"138","TEMPEST","TMP_FW_PW_C6_15cm_SO4_20260612_D6_PM","322",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad,Std5Chk_Bad,R2_Bad,STDCV_High",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"139","TEMPEST","TMP_FW_PW_C6_50cm_SO4_20260612_D6_PM","324",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"140","TEMPEST","TMP_FW_PW_H3_30cm_SO4_20260612_D6_PM","332",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"141","TEMPEST",NA,"338",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"142","TEMPEST","TMP_FW_PW_D5_15cm_SO4_20260612_D6_PM","325",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"143","TEMPEST","TMP_FW_PW_H3_50cm_SO4_20260612_D6_PM","333",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"144","TEMPEST",NA,"339",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"145","TEMPEST","TMP_FW_PW_E3_15cm_SO4_20260612_D6_PM","326",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"146","TEMPEST","TMP_FW_PW_H6_15cm_SO4_20260612_D6_PM","334",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"147","TEMPEST",NA,"340",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"148","TEMPEST","TMP_FW_PW_F4_15cm_SO4_20260612_D6_PM","327",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"149","TEMPEST","TMP_FW_PW_H6_30cm_SO4_20260612_D6_PM","335",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"150","TEMPEST",NA,"341",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"151","TEMPEST","TMP_FW_PW_F4_30cm_SO4_20260612_D6_PM","328",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"152","TEMPEST","TMP_FW_PW_H6_50cm_SO4_20260612_D6_PM","336",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"153","TEMPEST",NA,"342",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"154","TEMPEST","TMP_FW_PW_F4_50cm_SO4_20260612_D6_PM","329",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"155","TEMPEST",NA,"343",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"156","TEMPEST","TMP_FW_PW_F6_15cm_SO4_20260612_D6_PM","330",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"157","TEMPEST","TMP_FW_PW_I5_15cm_SO4_20260612_D6_PM","337",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"158","TEMPEST",NA,"344",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"159","TEMPEST","TMP_FW_PW_C6_30cm_SO4_20260612_D6_PM","323",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"160","TEMPEST","TMP_FW_PW_H3_15cm_SO4_20260612_D6_PM","331",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"161","TEMPEST",NA,"345",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"162","TEMPEST",NA,"347",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"163","TEMPEST",NA,"355",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"164","TEMPEST",NA,"361",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"165","TEMPEST",NA,"348",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"166","TEMPEST",NA,"356",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"167","TEMPEST",NA,"362",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"168","TEMPEST",NA,"349",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"169","TEMPEST",NA,"357",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"170","TEMPEST",NA,"363",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"171","TEMPEST",NA,"350",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"172","TEMPEST",NA,"358",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"173","TEMPEST",NA,"364",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"174","TEMPEST",NA,"351",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"175","TEMPEST",NA,"359",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"176","TEMPEST",NA,"365",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"177","TEMPEST",NA,"352",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"178","TEMPEST",NA,"353",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"179","TEMPEST",NA,"360",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"180","TEMPEST",NA,"346",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"181","TEMPEST",NA,"354",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","",1,2026-06-17,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"182","TEMPEST","TMP_SW_PW_H3_30cm_SO4_20260607_D1_PM","25",NA,NA,NA,NA,NA,NA,0.970909090909091,0.119993878019535,12.3589200207387,"Within_Range","CV_High","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"183","TEMPEST","TMP_SW_PW_C3_50cm_SO4_20260608_D2_PM","33",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"184","TEMPEST","TMP_SW_PW_H6_30cm_SO4_20260608_D2_PM","39",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"185","TEMPEST","TMP_SW_PW_H6_30cm_SO4_20260607_D1_PM","26",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"186","TEMPEST","TMP_SW_PW_C6_30cm_SO4_20260608_D2_PM","34",NA,NA,NA,NA,NA,NA,0,0,0,"Within_Range","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"187","TEMPEST","TMP_SW_PW_H6_50cm_SO4_20260608_D2_PM","40",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"188","TEMPEST","TMP_FW_PW_D5_15cm_SO4_20260607_D1_PM","27",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"189","TEMPEST","TMP_SW_PW_C6_50cm_SO4_20260608_D2_PM","35",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"190","TEMPEST","TMP_FW_PW_C3_30cm_SO4_20260608_D2_PM","41",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
