"","Sample_ID","Project","Plot","Grid","Depth_cm","Event_Time","Time_of_day","Volume_mL","Collection_Date_YYYYMMDD","Evacuation_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","SO4_ppm","SO4_Conc_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_ppm","Cl_Conc_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"124","TMP_FW_C3_20230603_","TMP","FW","C3","15",NA,NA,2,"20230603",20230531,1334,1546,"6.9627","0.217177167810356",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"125","TMP_FW_C3_20230603_","TMP","FW","C3","15",NA,NA,2,"20230603",20230531,1334,1546,"6.9627","0.217177167810356",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"126","TMP_FW_C3_20230603_","TMP","FW","C3","15",NA,NA,2,"20230603",20230531,1334,1546,"0","0",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"127","TMP_FW_C3_20230603_","TMP","FW","C3","15",NA,NA,2,"20230603",20230531,1334,1546,"0","0",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"128","TMP_FW_C6_20230515_","TMP","FW","C6","15",NA,NA,5,"20230515",20230512,1326,1628,"4.749","0.14812850904554",NA,NA,"23.8922","0.673968970380818",NA,NA,"0.0431992054",NA,NA,NA
"129","TMP_FW_D5_20230515_","TMP","FW","D5","15",NA,NA,5,"20230515",20230512,1050,1637,"4.6013","0.143521522145976",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"130","TMP_FW_D5_20230603_","TMP","FW","D5","15",NA,NA,2,"20230603",20230531,1326,1552,"0","0",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"131","TMP_FW_D5_20230603_","TMP","FW","D5","15",NA,NA,2,"20230603",20230531,1326,1552,"0","0",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"132","TMP_FW_D5_20230603_","TMP","FW","D5","15",NA,NA,2,"20230603",20230531,1326,1552,"0","0",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"133","TMP_FW_D5_20230603_","TMP","FW","D5","15",NA,NA,2,"20230603",20230531,1326,1552,"0","0",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"134","TMP_FW_D5_20230605_","TMP","FW","D5","15",NA,NA,5,"20230605",20230603,1519,1547,"0","0",NA,NA,"37.6162","1.06110578279267",NA,NA,"0.0679984734",NA,NA,NA
"135","TMP_FW_D5_20230605_","TMP","FW","D5","15",NA,NA,5,"20230605",20230603,1519,1547,"0","0",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"136","TMP_FW_D5_20230605_","TMP","FW","D5","15",NA,NA,5,"20230605",20230603,1519,1547,"0","0",NA,NA,"37.6162","1.06110578279267",NA,NA,"0.0679984734",NA,NA,NA
"137","TMP_FW_D5_20230605_","TMP","FW","D5","15",NA,NA,5,"20230605",20230603,1519,1547,"0","0",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"138","TMP_FW_E3_20230515_","TMP","FW","E3","15",NA,NA,5,"20230515",20230512,1734,1317,"0.8464","0.0264004990642545",NA,NA,"30.2239","0.852578279266573",NA,NA,"0.0546405873",NA,NA,NA
"139","TMP_FW_F4_20230605_","TMP","FW","F4","15",NA,NA,2,"20230605",20230603,1524,1521,"11.8708","0.370268247036806",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"140","TMP_FW_F4_20230605_","TMP","FW","F4","15",NA,NA,2,"20230605",20230603,1524,1521,"11.8708","0.370268247036806",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"141","TMP_FW_F4_20230605_","TMP","FW","F4","15",NA,NA,2,"20230605",20230603,1524,1521,"11.898","0.371116656269495",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"142","TMP_FW_F4_20230605_","TMP","FW","F4","15",NA,NA,2,"20230605",20230603,1524,1521,"11.898","0.371116656269495",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"143","TMP_FW_F6_20230515_","TMP","FW","F6","15",NA,NA,5,"20230515",20230512,1314,1746,"0","0",NA,NA,"24.6057","0.694095909732017",NA,NA,"0.0444884999",NA,NA,NA
"144","TMP_FW_H3_20230515_","TMP","FW","H3","15",NA,NA,5,"20230515",20230512,1038,1715,"1.7905","0.0558484092326887",NA,NA,"29.3985","0.829294781382228",NA,NA,"0.0531490895",NA,NA,NA
"145","TMP_FW_H6_20230515_","TMP","FW","H6","15",NA,NA,5,"20230515",20230512,1040,1734,"1.5176","0.0473362445414847",NA,NA,"27.5025","0.775811001410437",NA,NA,"0.0497230175",NA,NA,NA
"146","TMP_FW_I5_20230515_","TMP","FW","I5","15",NA,NA,5,"20230515",20230512,1036,1726,"0","0",NA,NA,"25.359","0.715345557122708",NA,NA,"0.045849713",NA,NA,NA
"147","TMP_FW_I5_20230603_","TMP","FW","I5","15",NA,NA,2,"20230603",20230531,1305,1609,"0","0",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"148","TMP_FW_I5_20230603_","TMP","FW","I5","15",NA,NA,2,"20230603",20230531,1305,1609,"0","0",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"149","TMP_FW_I5_20230603_","TMP","FW","I5","15",NA,NA,2,"20230603",20230531,1305,1609,"0","0",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"150","TMP_FW_I5_20230603_","TMP","FW","I5","15",NA,NA,2,"20230603",20230531,1305,1609,"0","0",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"151","TMP_SW_B4_20230515_","TMP","SW","B4","15",NA,NA,5,"20230515",20230512,1059,1511,"4.4366","0.138384279475983",NA,NA,"26.1651","0.738084626234133",NA,NA,"0.0473063357",NA,NA,NA
"152","TMP_SW_B4_20230603_","TMP","SW","B4","15",NA,NA,2,"20230603",20230531,1405,1506,"0","0",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"153","TMP_SW_B4_20230603_","TMP","SW","B4","15",NA,NA,2,"20230603",20230531,1405,1506,"0","0",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"154","TMP_SW_B4_20230603_","TMP","SW","B4","15",NA,NA,2,"20230603",20230531,1405,1506,"0","0",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"155","TMP_SW_B4_20230603_","TMP","SW","B4","15",NA,NA,2,"20230603",20230531,1405,1506,"0","0",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"156","TMP_SW_C3_20230515_","TMP","SW","C3","15",NA,NA,5,"20230515",20230512,1102,1537,"11.635","0.362913287585777",NA,NA,"28.1102","0.792953455571227",NA,NA,"0.0508211314",NA,NA,NA
"157","TMP_SW_C3_20230603_","TMP","SW","C3","15",NA,NA,2,"20230603",20230531,1401,1453,"16.9613","0.529048658764816",NA,NA,"72.6361","2.04897320169252",NA,NA,"0.1312794327",NA,NA,NA
"158","TMP_SW_C3_20230603_","TMP","SW","C3","15",NA,NA,2,"20230603",20230531,1401,1453,"16.9613","0.529048658764816",NA,NA,"108.2974","3.05493370944993",NA,NA,"0.1957194018",NA,NA,NA
"159","TMP_SW_C3_20230603_","TMP","SW","C3","15",NA,NA,2,"20230603",20230531,1401,1453,"17.8438","0.556575171553337",NA,NA,"72.6361","2.04897320169252",NA,NA,"0.1312794327",NA,NA,NA
"160","TMP_SW_C3_20230603_","TMP","SW","C3","15",NA,NA,2,"20230603",20230531,1401,1453,"17.8438","0.556575171553337",NA,NA,"108.2974","3.05493370944993",NA,NA,"0.1957194018",NA,NA,NA
"161","TMP_SW_C6_20230515_","TMP","SW","C6","15",NA,NA,5,"20230515",20230512,1055,1525,"1.2634","0.0394073611977542",NA,NA,"30.8629","0.870603667136812",NA,NA,"0.0557952603",NA,NA,NA
"162","TMP_SW_D5_20230518_","TMP","SW","D5","15",NA,NA,5,"20230518",20230515,1533,1125,"0.7589","0.0236712414223331",NA,NA,"28.6422","0.807960507757405",NA,NA,"0.0517824554",NA,NA,NA
"163","TMP_SW_E3_20230515_","TMP","SW","E3","15",NA,NA,5,"20230515",20230512,1115,1548,"1.325","0.0413287585776669",NA,NA,"30.4506","0.858973201692525",NA,NA,"0.0550502342",NA,NA,NA
"164","TMP_SW_F6_20230515_","TMP","SW","F6","15",NA,NA,5,"20230515",20230512,1106,1559,"1.4835","0.0462726138490331",NA,NA,"32.0722","0.904716502115656",NA,NA,"0.0579804654",NA,NA,NA
"165","TMP_SW_H3_20230603_","TMP","SW","H3","15",NA,NA,2,"20230603",20230531,1507,1528,"0","0",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"166","TMP_SW_H3_20230603_","TMP","SW","H3","15",NA,NA,2,"20230603",20230531,1507,1528,"0","0",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"167","TMP_SW_H3_20230603_","TMP","SW","H3","15",NA,NA,2,"20230603",20230531,1507,1528,"0","0",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"168","TMP_SW_H3_20230603_","TMP","SW","H3","15",NA,NA,2,"20230603",20230531,1507,1528,"0","0",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"169","TMP_SW_H6_20230515_","TMP","SW","H6","15",NA,NA,5,"20230515",20230512,1336,1615,"0.3839","0.0119744229569557",NA,NA,"28.1246","0.793359661495063",NA,NA,"0.0508471522",NA,NA,NA
"170","TMP_FW_B4_20230606_","TMP","FW","B4","15",NA,NA,2,"20230606",20230605,1542,1630,"2.228","0.0694946974422957",NA,NA,"173.8469","4.90400282087447",NA,NA,"0.3141673483",NA,NA,NA
"171","TMP_FW_C3_20230606_","TMP","FW","C3","15",NA,NA,5,"20230606",20230605,NA,1640,"12.2001","0.380539613225203",NA,NA,"27.3401","0.771229901269393",NA,NA,"0.0494295607",NA,NA,NA
"172","TMP_FW_C6_20230606_","TMP","FW","C6","15",NA,NA,2,"20230606",20230605,NA,NA,"0.1956","0.00610106051154086",NA,NA,"98.7008","2.78422566995769",NA,NA,"0.1783783456",NA,NA,"UNCLEAR IF THIS WAS A SAMPLE - IT COULD HAVE BEEN CROSSED OFF"
"173","TMP_FW_D5_20230606_","TMP","FW","D5","15",NA,NA,5,"20230606",20230605,1547,1650,"2.7038","0.0843356207111666",NA,NA,"30.2096","0.852174894217207",NA,NA,"0.0546147472",NA,NA,NA
"174","TMP_FW_F4_20230606_","TMP","FW","F4","15",NA,NA,5,"20230606",20230605,1521,1716,"11.6992","0.364915782907049",NA,NA,"26.1745","0.738349788434415",NA,NA,"0.0473233215",NA,NA,NA
"175","TMP_FW_F6_20230606_","TMP","FW","F6","15",NA,NA,NA,"20230606",NA,NA,NA,"0.6646","0.0207298814722395",NA,NA,"200.5441","5.65709732016925",NA,NA,"0.3624091887",NA,NA,NA
"176","TMP_FW_H3_20230606_","TMP","FW","H3","15",NA,NA,2,"20230606",20230605,NA,1800,"2.6645","0.083109794135995",NA,NA,"157.5116","4.44320451339915",NA,NA,"0.2846494612",NA,NA,NA
"177","TMP_FW_H6_20230606_","TMP","FW","H6","15",NA,NA,2,"20230606",20230605,NA,1736,"2.4067","0.0750686213349969",NA,NA,"197.417","5.56888575458392",NA,NA,"0.356758519",NA,NA,NA
"178","TMP_FW_I5_20230606_","TMP","FW","I5","15",NA,NA,2,"20230606",20230605,NA,1745,"12.8534","0.400917030567686",NA,NA,"31.6279","0.892183356840621",NA,NA,"0.0571776153",NA,NA,NA
"179","TMP_SW_B4_20230606_","TMP","SW","B4","15",NA,NA,5,"20230606",20230605,NA,1631,"391.7182","12.2182844666251",NA,NA,"3115.1523","87.8745359661495",NA,NA,"5.6291062061",NA,NA,NA
"180","TMP_SW_C3_20230606_","TMP","SW","C3","15",NA,NA,5,"20230606",20230605,NA,1619,"370.9801","11.5714316905802",NA,NA,"3070.1995","86.6064739069111",NA,NA,"5.5478764965",NA,NA,NA
"181","TMP_SW_C6_20230606_","TMP","SW","C6","15",NA,NA,5,"20230606",20230605,NA,1645,"110.9942","3.46207735495945",NA,NA,"1060.23","29.9077574047955",NA,NA,"1.91586161",NA,NA,NA
"182","TMP_SW_D5_20230606_","TMP","SW","D5","15",NA,NA,5,"20230606",20230605,NA,1748,"245.8095","7.66717092950717",NA,NA,"1925.595","54.3186177715092",NA,NA,"3.479576165",NA,NA,NA
"183","TMP_SW_E3_20230606_","TMP","SW","E5","15",NA,NA,5,"20230606",20230605,NA,1658,"319.0442","9.95147223955084",NA,NA,"2621.7744","73.9569647390691",NA,NA,"4.7375723408",NA,NA,NA
"184","TMP_SW_F4_20230606_","TMP","SW","F4","15",NA,NA,4,"20230606",20230605,NA,1709,"221.8389","6.9194915782907",NA,NA,"1951.5172","55.049850493653",NA,NA,"3.5264175804",NA,NA,NA
"185","TMP_SW_F6_20230606_","TMP","SW","F6","15",NA,NA,5,"20230606",20230605,NA,1740,"98.5531","3.0740205864005",NA,NA,"986.1711","27.8186488011283",NA,NA,"1.7820371777",NA,NA,NA
"186","TMP_SW_H3_20230606_","TMP","SW","H3","15",NA,NA,5,"20230606",20230605,NA,1716,"253.6332","7.91120399251403",NA,NA,"2040.63","57.563610719323",NA,NA,"3.68744441",NA,NA,NA
"187","TMP_SW_H6_20230606_","TMP","SW","H6","15",NA,NA,5,"20230606",20230605,NA,1731,"289.7861","9.03886774797255",NA,NA,"2333.7833","65.8330973201692",NA,NA,"4.2171724231",NA,NA,NA
"188","TMP_SW_I5_20230606_","TMP","SW","I5","15",NA,NA,5,"20230606",20230605,NA,1722,"236.291","7.37027448533999",NA,NA,"2285.8504","64.4809703808181",NA,NA,"4.1305576728",NA,NA,NA
"189","TMP_FW_B4_20230607_AM_","TMP","FW","B4","15",NA,"AM",5,"20230607",20230606,1630,934,"11.1494","0.347766687461011",NA,NA,"27.9934","0.789658674188999",NA,NA,"0.0506100738",NA,NA,NA
"190","TMP_FW_B4_20230607_PM_","TMP","FW","B4","15",NA,"PM",2,"20230607",20230607,934,1723,"2.4624","0.0768059887710543",NA,NA,"206.4674","5.82418617771509",NA,NA,"0.3731125918",NA,NA,NA
"191","TMP_FW_C3_20230607_AM_","TMP","FW","C3","15",NA,"AM",5,"20230607",20230606,1640,902,"10.775","0.336088583905178",NA,NA,"23.9976","0.676942172073343",NA,NA,"0.0433896632",NA,NA,NA
"192","TMP_FW_C3_20230607_PM_","TMP","FW","C3","15",NA,"PM",5,"20230607",20230607,902,1734,"11.023","0.343824079850281",NA,NA,"21.6162","0.6097658674189",NA,NA,"0.0390864734",NA,NA,NA
"193","TMP_FW_C6_20230607_PM_","TMP","FW","C6","15",NA,"PM",2,"20230607",20230607,915,1717,"1.247","0.0388958203368684",NA,NA,"110.0743","3.10505782792666",NA,NA,"0.1989302601",NA,NA,NA
"194","TMP_FW_D5_20230607_AM_","TMP","FW","D5","15",NA,"AM",5,"20230607",20230606,1650,921,"2.3655","0.0737835308796007",NA,NA,"30.8671","0.870722143864598",NA,NA,"0.0558028497",NA,NA,NA
"195","TMP_FW_D5_20230607_PM_","TMP","FW","D5","15",NA,"PM",5,"20230607",20230607,921,1805,"2.9436","0.0918153462258266",NA,NA,"27.9519","0.788488011283498",NA,NA,"0.0505350833",NA,NA,NA
"196","TMP_FW_E3_20230607_AM_","TMP","FW","E3","15",NA,"AM",2,"20230607",20230606,1705,852,"1.6662","0.0519713038053649",NA,NA,"109.9031","3.10022849083216",NA,NA,"0.1986209017",NA,NA,NA
"197","TMP_FW_E3_20230607_PM_","TMP","FW","E3","15",NA,"PM",2,"20230607",20230607,852,1743,"1.6618","0.0518340611353712",NA,NA,"76.4921","2.1577461212976",NA,NA,"0.1382472247",NA,NA,NA
"198","TMP_FW_F4_20230607_AM_","TMP","FW","F4","15",NA,"AM",5,"20230607",20230606,1716,840,"10.7834","0.336350592638802",NA,NA,"22.9227","0.646620592383639",NA,NA,"0.0414473189",NA,NA,NA
"199","TMP_FW_F4_20230607_PM_","TMP","FW","F4","15",NA,"PM",5,"20230607",20230607,840,1754,"12.2291","0.381444167186525",NA,NA,"23.8567","0.672967559943582",NA,NA,"0.0431350569",NA,NA,NA
"200","TMP_FW_F6_20230607_PM_","TMP","FW","F6","15",NA,"PM",2,"20230607",20230607,811,1711,"1.8635","0.0581253898939488",NA,NA,"211.2593","5.95935966149506",NA,NA,"0.3817715551",NA,NA,NA
"201","TMP_FW_H3_20230607_AM_","TMP","FW","H3","15",NA,"AM",5,"20230607",20230606,1800,827,"10.042","0.313225202744853",NA,NA,"22.5561","0.636279266572637",NA,NA,"0.0407848727",NA,NA,NA
"202","TMP_FW_H3_20230607_PM_","TMP","FW","H3","15",NA,"PM",5,"20230607",20230607,827,1654,"9.9304","0.309744229569557",NA,NA,"23.7221","0.669170662905501",NA,NA,"0.0428918347",NA,NA,NA
"203","TMP_FW_H6_20230607_AM_","TMP","FW","H6","15",NA,"AM",5,"20230607",20230606,1736,815,"3.0646","0.095589519650655",NA,NA,"30.8028","0.86890832157969",NA,NA,"0.0556866596",NA,NA,NA
"204","TMP_FW_H6_20230607_PM_","TMP","FW","H6","15",NA,"PM",5,"20230607",20230607,815,1643,"10.5744","0.329831565814099",NA,NA,"23.1566","0.653218617771509",NA,NA,"0.0418699762",NA,NA,NA
"205","TMP_FW_I5_20230607_AM_","TMP","FW","I5","15",NA,"AM",5,"20230607",20230606,1745,801,"2.3636","0.0737242669993762",NA,NA,"29.6801","0.837238363892807",NA,NA,"0.0536579407",NA,NA,NA
"206","TMP_FW_I5_20230607_PM_","TMP","FW","I5","15",NA,"PM",5,"20230607",20230607,801,1704,"10.9701","0.342174048658765",NA,NA,"23.0978","0.65155994358251",NA,NA,"0.0417637246",NA,NA,NA
"207","TMP_SW_B4_20230607_AM_","TMP","SW","B4","15",NA,"AM",5,"20230607",20230606,1631,902,"377.6524","11.7795508421709",NA,NA,"3087.8008","87.1029844851904",NA,NA,"5.5796820456",NA,NA,"small bubbles in syringe"
"208","TMP_SW_B4_20230607_PM_","TMP","SW","B4","15",NA,"PM",5,"20230607",20230607,902,1723,"440.3089","13.73390205864",NA,NA,"3507.0649","98.929898448519",NA,NA,"6.3372922743",NA,NA,"bubbles in syringe"
"209","TMP_SW_C3_20230607_AM_","TMP","SW","C3","15",NA,"AM",5,"20230607",20230606,1619,851,"409.0203","12.7579631940112",NA,NA,"3340.0572","94.2188208744711",NA,NA,"6.0355093604",NA,NA,NA
"210","TMP_SW_C3_20230607_PM_","TMP","SW","C3","15",NA,"PM",5,"20230607",20230607,815,1733,"434.1722","13.5424890829694",NA,NA,"3528.5845","99.5369393511989",NA,NA,"6.3761781915",NA,NA,NA
"211","TMP_SW_C6_20230607_AM_","TMP","SW","C6","15",NA,"AM",5,"20230607",20230606,1645,914,"191.714","5.97985028072364",NA,NA,"1712.0744","48.2954696755994",NA,NA,"3.0937444408",NA,NA,"small bubbles in syringe"
"212","TMP_SW_C6_20230607_PM_","TMP","SW","C6","15",NA,"PM",5,"20230607",20230607,914,1718,"211.2396","6.5888833437305",NA,NA,"1895.1985","53.4611706629055",NA,NA,"3.4246496895",NA,NA,"bubbles in syringe"
"213","TMP_SW_D5_20230607_AM_","TMP","SW","D5","15",NA,"AM",5,"20230607",20230606,1748,925,"293.4522","9.15321896444167",NA,NA,"2353.5321","66.3901861777151",NA,NA,"4.2528585047",NA,NA,"small bubbles in syringe"
"214","TMP_SW_D5_20230607_PM_","TMP","SW","D5","15",NA,"PM",5,"20230607",20230607,925,1711,"274.7726","8.5705739238927",NA,NA,"2345.3236","66.158634696756",NA,NA,"4.2380257452",NA,NA,"bubbles in syringe"
"215","TMP_SW_E3_20230607_AM_","TMP","SW","E3","15",NA,"AM",5,"20230607",20230606,1658,832,"307.0719","9.57803805364941",NA,NA,"2632.0821","74.2477320169252",NA,NA,"4.7561983547",NA,NA,"small bubbles in syringe"
"216","TMP_SW_E3_20230607_PM_","TMP","SW","E3","15",NA,"PM",5,"20230607",20230607,823,1703,"259.0745","8.08092638802246",NA,NA,"2327.3879","65.6526911142454",NA,NA,"4.2056159353",NA,NA,"bubbles in syringe"
"217","TMP_SW_F4_20230607_AM_","TMP","SW","F4","15",NA,"AM",2,"20230607",20230606,1709,824,"302.8753","9.44713973799126",NA,NA,"2552.3805","71.9994499294781",NA,NA,"4.6121775635",NA,NA,"small bubbles in syringe"
"218","TMP_SW_F4_20230607_PM_","TMP","SW","F4","15",NA,"PM",3,"20230607",20230607,824,1658,"331.2376","10.3318028696195",NA,NA,"2631.1215","74.220634696756",NA,NA,"4.7544625505",NA,NA,"bubbles in syringe"
"219","TMP_SW_F6_20230607_AM_","TMP","SW","F6","15",NA,"AM",5,"20230607",20230606,1740,817,"179.5693","5.60103867747972",NA,NA,"2040.5184","57.5604626234133",NA,NA,"3.6872427488",NA,NA,NA
"220","TMP_SW_F6_20230607_PM_","TMP","SW","F6","15",NA,"PM",5,"20230607",20230607,817,1748,"241.3634","7.52849033063007",NA,NA,"2475.2435","69.8235119887165",NA,NA,"4.4727910045",NA,NA,"bubbles in syringe"
"221","TMP_SW_H3_20230607_PM_","TMP","SW","H3","15",NA,"PM",5,"20230607",20230607,843,1651,"417.903","13.0350280723643",NA,NA,"3346.2074","94.3923102961918",NA,NA,"6.0466227718",NA,NA,"bubbles in syringe"
"222","TMP_SW_H6_20230607_AM_","TMP","SW","H6","15",NA,"AM",5,"20230607",20230606,1731,810,"328.6347","10.2506144728634",NA,NA,"2596.6389","73.2479238363893",NA,NA,"4.6921524923",NA,NA,"small bubbles in syringe"
"223","TMP_SW_H6_20230607_PM_","TMP","SW","H6","15",NA,"PM",5,"20230607",20230607,810,1634,"348.1968","10.8607860262009",NA,NA,"2769.4651","78.1231339915374",NA,NA,"5.0044494357",NA,NA,"bubbles in syringe"
"224","TMP_SW_I5_20230607_AM_","TMP","SW","I5","15",NA,"AM",5,"20230607",20230606,1722,758,"284.5868","8.87669369931379",NA,NA,"2842.5038","80.1834640338505",NA,NA,"5.1364303666",NA,NA,NA
"225","TMP_SW_I5_20230607_PM_","TMP","SW","I5","15",NA,"PM",5,"20230607",20230607,758,1645,"336.2264","10.4874111041797",NA,NA,"3120.4635","88.0243582510578",NA,NA,"5.6387035445",NA,NA,"bubbles in syringe"
"226","TMP_FW_H6_20230608_","TMP","FW","H6","15",NA,NA,5,"20230608",20230607,1643,1543,"10.0574","0.313705552089832",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"227","TMP_SW_C3_20230608_","TMP","SW","C3","15",NA,NA,5,"20230608",20230607,1733,1405,"436.0629","13.6014628820961",NA,NA,"3597.9994","101.495046544429",NA,NA,"6.5016109158",NA,NA,"bubbles in syringe"
"228","TMP_FW_B4_20230608_","TMP","FW","B4","15",NA,NA,3,"20230608",20230607,1723,1606,"28.2839","0.882217716781035",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"229","TMP_FW_C3_20230608_","TMP","FW","C3","15",NA,NA,5,"20230608",20230607,1734,1613,"11.6026","0.361902682470368",NA,NA,"24.1648","0.681658674188999",NA,NA,"0.0436917936",NA,NA,NA
"230","TMP_FW_D5_20230608_","TMP","FW","D5","15",NA,NA,5,"20230608",20230607,1805,1555,"3.1147","0.0971522145976294",NA,NA,"27.7577","0.783009873060649",NA,NA,"0.0501841639",NA,NA,NA
"231","TMP_FW_E3_20230608_","TMP","FW","E3","15",NA,NA,3,"20230608",20230607,1743,1624,"23.9154","0.745957579538366",NA,NA,"0","0",NA,NA,"2.6e-05",NA,NA,NA
"232","TMP_FW_F4_20230608_","TMP","FW","F4","15",NA,NA,5,"20230608",20230607,1754,1632,"11.3258","0.353268870867124",NA,NA,"24.0322","0.677918194640338",NA,NA,"0.0434521854",NA,NA,NA
"233","TMP_SW_B4_20230608_","TMP","SW","B4","15",NA,NA,5,"20230608",20230607,1723,1415,"457.36","14.2657517155334",NA,NA,"3706.9076","104.567210155148",NA,NA,"6.6984080332",NA,NA,"bubbles in syringe"
"234","TMP_SW_C6_20230608_","TMP","SW","C6","15",NA,NA,3,"20230608",20230607,1718,1428,"230.3789","7.18586712414223",NA,NA,"2189.405","61.7603667136812",NA,NA,"3.956280835",NA,NA,"bubbles in syringe"
"235","TMP_SW_D5_20230608_","TMP","SW","D5","15",NA,NA,5,"20230608",20230607,1711,1435,"271.8114","8.4782096069869",NA,NA,"2363.8493","66.681221438646",NA,NA,"4.2715016851",NA,NA,"bubbles in syringe"
"236","TMP_SW_E3_20230608_","TMP","SW","E3","15",NA,NA,5,"20230608",20230607,1703,1330,"243.9557","7.60934809731753",NA,NA,"2299.434","64.8641466854725",NA,NA,"4.155103238",NA,NA,"bubbles in syringe"
"237","TMP_SW_F4_20230608_","TMP","SW","F4","15",NA,NA,5,"20230608",20230607,1658,1339,"331.4751","10.3392108546475",NA,NA,"2680.0956","75.6021325811001",NA,NA,"4.8429587492",NA,NA,"bubbles in syringe"
"238","TMP_SW_F6_20230608_","TMP","SW","F6","15",NA,NA,5,"20230608",20230607,1748,1319,"322.4074","10.0563755458515",NA,NA,"2978.7836","84.0277461212976",NA,NA,"5.3826879652",NA,NA,"bubbles in syringe"
"239","TMP_SW_H3_20230608_","TMP","SW","H3","15",NA,NA,3,"20230608",20230607,1651,1343,"449.9766","14.0354522769807",NA,NA,"3516.9592","99.2090042313117",NA,NA,"6.3551712744",NA,NA,"bubbles in syringe"
"240","TMP_SW_H6_20230608_","TMP","SW","H6","15",NA,NA,3,"20230608",20230607,1634,1349,"355.9622","11.1030006238303",NA,NA,"2795.8812","78.8682990126939",NA,NA,"5.0521833284",NA,NA,"bubbles in syringe"
"241","TMP_SW_I5_20230608_","TMP","SW","I5","15",NA,NA,5,"20230608",20230607,1645,1356,"413.5339","12.8987492202121",NA,NA,"3579.4092","100.970640338505",NA,NA,"6.4680184244",NA,NA,"bubbles in syringe"
"242","TMP_C_B4_20230810_","TMP","C","B4","15",NA,NA,5,"20230810",20230807,1121,1101,"3.8752","0.120873362445415",NA,NA,"0.0705","0.00198871650211566",NA,NA,"0.0001533935",NA,NA,NA
"243","TMP_C_H6_20230807_","TMP","C","H6","15",NA,NA,5,"20230807",20230804,1203,1149,"4.6586","0.145308796007486",NA,NA,"0.9717","0.027410437235543",NA,NA,"0.0017818619",NA,NA,NA
"244","TMP_C_H3_20230807_","TMP","C","H3","15",NA,NA,5,"20230807",20230804,1156,1200,"5.4909","0.171269494697442",NA,NA,"0.0087","0.000245416078984485",NA,NA,"4.17209e-05",NA,NA,NA
"245","TMP_C_F4_20230810_","TMP","C","F4","15",NA,NA,5,"20230810",20230807,1145,1027,"4.8364","0.15085464753587",NA,NA,"0.0371","0.00104654442877292",NA,NA,"9.30397e-05",NA,NA,NA
"246","TMP_C_C6_20230807_","TMP","C","C6","15",NA,NA,5,"20230807",20230804,1423,1115,"4.8123","0.150102932002495",NA,NA,"3.7102","0.104660084626234",NA,NA,"0.0067303314",NA,NA,NA
"247","TMP_SW_I5_20231002_","TMP","SW","I5","15",NA,NA,5,"20231002",20230929,1522,1049,"114.6553","3.57627261384903",NA,NA,"281.4327","7.93886318758815",NA,NA,"0.5085748889",NA,NA,NA
"248","TMP_SW_F6_20231002_","TMP","SW","F6","15",NA,NA,5,"20231002",20230929,1525,1116,"38.5189","1.20146288209607",NA,NA,"183.2011","5.1678730606488",NA,NA,"0.3310703877",NA,NA,NA
"249","TMP_SW_D5_20231002_","TMP","SW","D5","15",NA,NA,5,"20231002",20230929,1122,1123,"21.3784","0.666824703680599",NA,NA,"124.1628","3.50247672778561",NA,NA,"0.2243881796",NA,NA,NA
