"","Sample_ID","Site","Zone","Grid","Depth_cm","Event_Time","Time_of_day","Source","Volume_mL","Collection_Date","Evacuation_Date","NOx_Conc_mgL","NOx_Conc_uM","NOx_Conc_Flag","NOx_QAQC_Flag","NH3_Conc_mgL","NH3_Conc_uM","NH3_Conc_Flag","NH3_QAQC_Flag","PO4_Conc_mgL","PO4_Conc_uM","PO4_Conc_Flag","PO4_QAQC_Flag","Analysis_rundate","Run_notes","Field_notes","Plot","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","Deployment_Date","Deployment_Time_24hrs","Collection_Time_24hrs"
"85","TMP_C_D5_20250204_15cm","TEMPEST",NA,"D5",15,NA,NA,"PW",8,20250204,20250131,0.015777,1.12638951358992,"bdl",NA,0.014679,1.04799845788087,"bdl","Performance Check NOT Within 25% - REASSESS",0.011188,0.361208948399616,"Within_Range",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"C",1227,1115,NA,NA,NA
"86","TMP_C_D5_20250602_15cm","TEMPEST",NA,"D5",15,NA,NA,"PW",7,20250602,20250530,0,0,"bdl",NA,0.026143,1.866463906559,"Within_Range","",0.01716,0.554017300191046,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"C",1328,1620,NA,NA,NA
"87","TMP_C_E3_20250204_15cm","TEMPEST",NA,"E3",15,NA,NA,"PW",8,20250204,20250131,0.012054,0.86058814710103,"bdl",NA,0.005014,0.357971542190523,"bdl","Performance Check NOT Within 25% - REASSESS",0.002509,0.0810040446491453,"bdl",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"C",1126,1033,NA,NA,NA
"88","TMP_C_F4_20250602_15cm","TEMPEST",NA,"F4",15,NA,NA,"PW",8,20250602,20250530,0,0,"bdl",NA,0.023028,1.64407033776693,"Within_Range","",0.007795,0.251664618589114,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"C",1339,1634,NA,NA,NA
"89","TMP_C_F6_20250204_15cm","TEMPEST",NA,"F6",15,NA,NA,"PW",7,20250204,20250131,0.139916,9.9892194449799,"Within_Range",NA,0.017176,1.22627028493507,"bdl","Performance Check NOT Within 25% - REASSESS",0.038051,1.22849139216605,"Within_Range",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day","light color","C",1121,1019,NA,NA,NA
"90","TMP_C_F6_20250602_15cm","TEMPEST",NA,"F6",15,NA,NA,"PW",8,20250602,20250530,0,0,"bdl",NA,0.011887,0.848665281615227,"bdl","",0.031063,1.00288108367334,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"C",1331,1624,NA,NA,NA
"91","TMP_C_H3_20250204_15cm","TEMPEST",NA,"H3",15,NA,NA,"PW",8,20250204,20250131,0.042456,3.03112082075007,"Within_Range",NA,0.142598,10.1806992367938,"Within_Range","Performance Check NOT Within 25% - REASSESS",0.001983,0.0640219292703289,"bdl",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"C",1051,941,NA,NA,NA
"92","TMP_C_H3_20250509_15cm","TEMPEST",NA,"H3",15,NA,NA,"PW",14,20250509,20250506,0.000481,0.0343407083752775,"bdl",NA,0.131591,9.39486103079241,"Within_Range","",0.004904,0.158327554786532,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day","sub-sampled at 1401","C",731,1325,NA,NA,NA
"93","TMP_C_H3_20250602_15cm","TEMPEST",NA,"H3",15,NA,NA,"PW",8,20250602,20250530,0,0,"bdl",NA,0.02038,1.45501795569263,"Within_Range","",0.005581,0.180184764123906,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"C",1342,1643,NA,NA,NA
"94","TMP_C_H6_20250131_15cm","TEMPEST",NA,"H6",15,NA,NA,"PW",6,20250131,20250128,0.015425,1.1012586833444,"bdl",NA,0.192046,13.7110097310573,"Within_Range","Performance Check NOT Within 25% - REASSESS",0.002493,0.0804874784018809,"bdl",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"C",1215,1113,NA,NA,NA
"95","TMP_C_H6_20250204_15cm","TEMPEST",NA,"H6",15,NA,NA,"PW",8,20250204,20250131,0.01284,0.916704148728823,"bdl",NA,0.097866,6.98708475229711,"Within_Range","Performance Check NOT Within 25% - REASSESS",0.002989,0.0965010320670766,"bdl",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"C",1113,1006,NA,NA,NA
"96","TMP_C_H6_20250406_15cm","TEMPEST",NA,"H6",15,NA,NA,"PW",8,20250406,20250403,0,0,"bdl",NA,0.04254,3.03711795069502,"Within_Range","",0.007127,0.230097977765826,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"C",1433,1218,NA,NA,NA
"97","TMP_C_H6_20250509_15cm","TEMPEST",NA,"H6",15,NA,NA,"PW",8,20250509,20250506,0,0,"bdl",NA,0.037062,2.64601940499904,"Within_Range","",0.008008,0.258541406755821,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day","sub-sampled at 1411","C",736,1331,NA,NA,NA
"98","TMP_C_H6_20250602_15cm","TEMPEST",NA,"H6",15,NA,NA,"PW",14,20250602,20250530,0.003812,0.272155468454382,"bdl",NA,0.938518,67.0049333533238,"Within_Range","",0.006319,0.204011382278975,"bdl",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"C",1349,1707,NA,NA,NA
"99","TMP_C_I5_20250131_15cm","TEMPEST",NA,"I5",15,NA,NA,"PW",8,20250131,20250128,0.052729,3.76455553413723,"Within_Range",NA,0.021567,1.53976311336717,"Within_Range","Performance Check NOT Within 25% - REASSESS",0.003135,0.101214699073364,"Within_Range",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"C",1212,1100,NA,NA,NA
"100","TMP_C_I5_20250204_15cm","TEMPEST",NA,"I5",15,NA,NA,"PW",8,20250204,20250131,0.016721,1.19378583106656,"bdl",NA,0.008273,0.590645905173952,"bdl","Performance Check NOT Within 25% - REASSESS",0.004921,0.15887640642425,"Within_Range",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"C",1100,953,NA,NA,NA
"101","TMP_C_I5_20250403_15cm","TEMPEST",NA,"I5",15,NA,NA,"PW",8,20250403,20250331,0.015257,1.08926442345449,"bdl",NA,0.019358,1.38205287469568,"bdl","Performance Check NOT Within 25% - REASSESS",0.010646,0.343710266773536,"Within_Range",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"C",1336,1424,NA,NA,NA
"102","TMP_C_I5_20250509_15cm","TEMPEST",NA,"I5",15,NA,NA,"PW",14,20250509,20250506,0.003817,0.272512440474916,"bdl",NA,0.02858,2.0404520693668,"Within_Range","",0.011736,0.378901342368421,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day","sub-sampled at 1351","C",740,1327,NA,NA,NA
"103","TMP_C_I5_20250602_15cm","TEMPEST",NA,"I5",15,NA,NA,"PW",14,20250602,20250530,0,0,"bdl",NA,0.020796,1.48471802780098,"Within_Range","",0.010321,0.333217514875978,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"C",1344,1656,NA,NA,NA
"104","TMP_FW_B4_20250204_15cm","TEMPEST",NA,"B4",15,NA,NA,"PW",8,20250204,20250131,0.171113,12.2165106698937,"Within_Range",NA,0.214552,15.3178121898806,"Within_Range","Performance Check NOT Within 25% - REASSESS",0.001103,0.0356107856707881,"bdl",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"FW",1412,1407,NA,NA,NA
"105","TMP_FW_B4_20250403_15cm","TEMPEST",NA,"B4",15,NA,NA,"PW",7,20250403,20250331,0.045015,3.21381910085887,"Within_Range",NA,0.133448,9.52744043921837,"Within_Range","",0.003419,0.110383749962307,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"FW",1433,1102,NA,NA,NA
"106","TMP_FW_B4_20250602_15cm","TEMPEST",NA,"B4",15,NA,NA,"PW",14,20250602,20250530,0,0,"bdl",NA,0.020954,1.49599834364982,"Within_Range","",0.003494,0.112805154246359,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"FW",1101,1159,NA,NA,NA
"107","TMP_FW_C3_20250204_15cm","TEMPEST",NA,"C3",15,NA,NA,"PW",8,20250204,20250131,0.00026,0.0185625450677176,"bdl",NA,0.016559,1.18221993760129,"bdl","Performance Check NOT Within 25% - REASSESS",0.0016,0.0516566247264378,"bdl",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"FW",1414,1417,NA,NA,NA
"108","TMP_FW_C3_20250406_15cm","TEMPEST",NA,"C3",15,NA,NA,"PW",8,20250406,20250403,0,0,"bdl",NA,0.009067,0.647333062034598,"bdl","",0.003859,0.124589321762077,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"FW",1056,1120,NA,NA,NA
"109","TMP_FW_C3_20250602_15cm","TEMPEST",NA,"C3",15,NA,NA,"PW",14,20250602,20250530,0,0,"bdl",NA,0.016431,1.17308145387565,"bdl","",0.003956,0.127721004636118,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"FW",1100,1147,NA,NA,NA
"110","TMP_FW_C6_20250131_15cm","TEMPEST",NA,"C6",15,NA,NA,"PW",8,20250131,20250128,0.023478,1.6761978196149,"bdl",NA,0.012244,0.874153083881285,"bdl","Performance Check NOT Within 25% - REASSESS",0.007092,0.228967989099936,"Within_Range",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day","sub-sampled in lab at 1549","FW",1314,1405,NA,NA,NA
"111","TMP_FW_C6_20250204_15cm","TEMPEST",NA,"C6",15,NA,NA,"PW",8,20250204,20250131,0.007064,0.504330070609066,"bdl",NA,0.116463,8.31480648546767,"Within_Range","Performance Check NOT Within 25% - REASSESS",0.007498,0.242075857624269,"Within_Range",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"FW",1405,1358,NA,NA,NA
"112","TMP_FW_C6_20250403_15cm","TEMPEST",NA,"C6",15,NA,NA,"PW",8,20250403,20250331,0.011576,0.826461621938072,"bdl",NA,0.019204,1.37105813646326,"bdl","",0.008937,0.288534534487609,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"FW",1429,1124,NA,NA,NA
"113","TMP_FW_C6_20250509_15cm","TEMPEST",NA,"C6",15,NA,NA,"PW",7.5,20250509,20250506,0.000744,0.053117436655315,"bdl",NA,0.022705,1.62100994524049,"Within_Range","",0.017934,0.57900619240246,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day","sub-sampled at 1120","FW",824,1024,NA,NA,NA
"114","TMP_FW_C6_20250602_15cm","TEMPEST",NA,"C6",15,NA,NA,"PW",14,20250602,20250530,0.003955,0.282364868241627,"bdl",NA,0.020898,1.49200025701985,"Within_Range","",0.008802,0.284176006776316,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"FW",1107,1221,NA,NA,NA
"115","TMP_FW_D5_20250131_15cm","TEMPEST",NA,"D5",15,NA,NA,"PW",8,20250131,20250128,0.01637,1.16872639522514,"bdl",NA,0.009292,0.663396802958584,"bdl","Performance Check NOT Within 25% - REASSESS",0.001753,0.0565962894659034,"bdl",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day","sub-sampled in lab at 1619","FW",1316,1408,NA,NA,NA
"116","TMP_FW_D5_20250204_15cm","TEMPEST",NA,"D5",15,NA,NA,"PW",8,20250204,20250131,0.012204,0.871297307717021,"bdl",NA,0.011163,0.796975733042044,"bdl","Performance Check NOT Within 25% - REASSESS",0.001251,0.0403890234579836,"bdl",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"FW",1408,1424,NA,NA,NA
"117","TMP_FW_D5_20250403_15cm","TEMPEST",NA,"D5",15,NA,NA,"PW",8,20250403,20250331,0.004591,0.327771709253429,"bdl",NA,0.013684,0.976961025794798,"bdl","",0.004871,0.157262136901549,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"FW",1431,1110,NA,NA,NA
"118","TMP_FW_D5_20250509_15cm","TEMPEST",NA,"D5",15,NA,NA,"PW",8,20250509,20250506,0.004898,0.349689791314157,"bdl",NA,0.024897,1.77750647904217,"Within_Range","",0.009826,0.317236246601236,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day","sub-sampled at 1055","FW",833,1022,NA,NA,NA
"119","TMP_FW_D5_20250602_15cm","TEMPEST",NA,"D5",15,NA,NA,"PW",14,20250602,20250530,0,0,"bdl",NA,0.018818,1.34349989647811,"bdl","",0.005303,0.171209425577687,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"FW",1105,1210,NA,NA,NA
"120","TMP_FW_E3_20250131_15cm","TEMPEST",NA,"E3",15,NA,NA,"PW",6,20250131,20250128,0.024997,1.78464591945283,"bdl",NA,0.033127,2.36508242483954,"Within_Range","Performance Check NOT Within 25% - REASSESS",0.001805,0.0582751297695126,"bdl",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day","sub-sampled in lab at 1603","FW",1326,1416,NA,NA,NA
"121","TMP_FW_E3_20250204_15cm","TEMPEST",NA,"E3",15,NA,NA,"PW",8,20250204,20250131,0.026183,1.86931968272327,"Within_Range",NA,0.016136,1.1520201046642,"bdl","Performance Check NOT Within 25% - REASSESS",0.002442,0.0788409234887257,"bdl",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"FW",1416,1433,NA,NA,NA
"122","TMP_FW_F4_20250204_15cm","TEMPEST",NA,"F4",15,NA,NA,"PW",8,20250204,20250131,0.008873,0.633482547637916,"bdl",NA,0.006831,0.487695174452226,"bdl","Performance Check NOT Within 25% - REASSESS",0.003386,0.109318332077324,"Within_Range",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"FW",1418,1444,NA,NA,NA
"123","TMP_FW_F4_20250403_15cm","TEMPEST",NA,"F4",15,NA,NA,"PW",8,20250403,20250331,0.02112,1.50784981473152,"bdl",NA,0.015445,1.10268657142653,"bdl","",0.003196,0.10318410789106,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"FW",1439,1028,NA,NA,NA
"124","TMP_FW_F6_20250204_15cm","TEMPEST",NA,"F6",15,NA,NA,"PW",8,20250204,20250131,0.011279,0.805257483918411,"bdl",NA,0.00598,0.426938536557505,"bdl","Performance Check NOT Within 25% - REASSESS",0.00418,0.134952932097819,"Within_Range",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"FW",1433,1522,NA,NA,NA
"125","TMP_FW_H3_20250131_15cm","TEMPEST",NA,"H3",15,NA,NA,"PW",8,20250131,20250128,0.015287,1.09140625557769,"bdl",NA,0.009484,0.677104528547052,"bdl","Performance Check NOT Within 25% - REASSESS",0.000707,0.0228257710509947,"bdl",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day","sub-sampled in lab at 1611","FW",1426,1420,NA,NA,NA
"126","TMP_FW_H3_20250204_15cm","TEMPEST",NA,"H3",15,NA,NA,"PW",8,20250204,20250131,0.040725,2.90753710724153,"Within_Range",NA,0.015141,1.08098267257812,"bdl","Performance Check NOT Within 25% - REASSESS",0.000871,0.0281205750854546,"bdl",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"FW",1420,1454,NA,NA,NA
"127","TMP_FW_H6_20250204_15cm","TEMPEST",NA,"H6",15,NA,NA,"PW",8,20250204,20250131,0.04922,3.51403257012715,"Within_Range",NA,0.010595,0.756423711509492,"bdl","Performance Check NOT Within 25% - REASSESS",0.000846,0.027313440324104,"bdl",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"FW",1431,1512,NA,NA,NA
"128","TMP_FW_H6_20250509_15cm","TEMPEST",NA,"H6",15,NA,NA,"PW",6,20250509,20250506,0.025855,1.8459023181763,"Within_Range",NA,0.069189,4.93970742573197,"Within_Range","",0.007981,0.257669701213563,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day","sub-sampled at 1051","FW",843,1016,NA,NA,NA
"129","TMP_FW_I5_20250131_15cm","TEMPEST",NA,"I5",15,NA,NA,"PW",8,20250131,20250128,0.003118,0.222607752004398,"bdl",NA,0.011616,0.829317398102337,"bdl","Performance Check NOT Within 25% - REASSESS",0.002101,0.0678316053439037,"bdl",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day","light color; sub-sampled in lab at 1627","FW",1421,1427,NA,NA,NA
"130","TMP_FW_I5_20250204_15cm","TEMPEST",NA,"I5",15,NA,NA,"PW",8,20250204,20250131,0.001512,0.107948339009188,"bdl",NA,0.016913,1.20749355665503,"bdl","Performance Check NOT Within 25% - REASSESS",0.000612,0.0197586589578625,"bdl",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day","light color","FW",1427,1502,NA,NA,NA
"131","TMP_FW_I5_20250406_15cm","TEMPEST",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004666,0.333126289561424,"bdl",NA,0.108921,7.77634988969565,"Within_Range","",0.006103,0.197037737940906,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,NA,NA,NA,NA,NA,NA
"132","TMP_FW_I5_20250509_15cm","TEMPEST",NA,"I5",15,NA,NA,"PW",14,20250509,20250506,0,0,"bdl",NA,0.015657,1.11782218509713,"bdl","",0.00421,0.13592149381144,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day","sub-sampled at 1106","FW",842,1035,NA,NA,NA
"133","TMP_SW_B4_20250131_15cm","TEMPEST",NA,"B4",15,NA,NA,"PW",8,20250131,20250128,0.011512,0.82189238007525,"bdl",NA,0.014578,1.0407876230661,"bdl","Performance Check NOT Within 25% - REASSESS",0.015793,0.509883171440395,"Within_Range",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day","colored; field collection","SW",1244,1252,NA,NA,NA
"134","TMP_SW_B4_20250204_15cm","TEMPEST",NA,"B4",15,NA,NA,"PW",8,20250204,20250131,0.014856,1.06063526740774,"bdl",NA,0.026693,1.90573082881764,"Within_Range","Performance Check NOT Within 25% - REASSESS",0.035604,1.14948904172506,"Within_Range",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day","colored","SW",1308,1220,NA,NA,NA
"135","TMP_SW_B4_20250403_15cm","TEMPEST",NA,"B4",15,NA,NA,"PW",8,20250403,20250331,0.027199,1.94185639729558,"Within_Range",NA,0.056905,4.06269856568642,"Within_Range","Performance Check NOT Within 25% - REASSESS",0.054001,1.74344336990773,"Within_Range",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"SW",1400,1232,NA,NA,NA
"136","TMP_SW_B4_20250602_15cm","TEMPEST",NA,"B4",15,NA,NA,"PW",14,20250602,20250530,0,0,"bdl",NA,0.031097,2.22015178450313,"Within_Range","",0.012881,0.415868114438278,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"SW",1312,1531,NA,NA,NA
"137","TMP_SW_C3_20250131_15cm","TEMPEST",NA,"C3",15,NA,NA,"PW",8,20250131,20250128,0.003702,0.264302084002656,"bdl",NA,0.025095,1.79164257105528,"Within_Range","Performance Check NOT Within 25% - REASSESS",0.007325,0.236490485075723,"Within_Range",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day","colored; field collection","SW",1349,1308,NA,NA,NA
"138","TMP_SW_C3_20250204_15cm","TEMPEST",NA,"C3",15,NA,NA,"PW",8,20250204,20250131,0.004376,0.312421912370508,"bdl",NA,0.077805,5.55484161151449,"Within_Range","Performance Check NOT Within 25% - REASSESS",0.010266,0.331441818401007,"Within_Range",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day","colored","SW",1252,1210,NA,NA,NA
"139","TMP_SW_C3_20250403_15cm","TEMPEST",NA,"C3",15,NA,NA,"PW",8,20250403,20250331,0.017333,1.2374792063798,"bdl",NA,0.033973,2.42548209071373,"Within_Range","Performance Check NOT Within 25% - REASSESS",0.032563,1.05130916935437,"Within_Range",NA,"04/21/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"SW",1356,1336,NA,NA,NA
"140","TMP_SW_C3_20250602_15cm","TEMPEST",NA,"C3",15,NA,NA,"PW",14,20250602,20250530,0.017666,1.2612535429473,"bdl",NA,0.042206,3.01327221972342,"Within_Range","",0.026801,0.865280749558287,"Within_Range",NA,"04/22/2026","TMP_FW_I5_20250406 sample missing from IDs,
  0421 NH4 PE Check does not pass (~30% diff) but CCVs do,
  slope and intercept look normal, 
  and PE check was fine the next day",NA,"SW",1308,1518,NA,NA,NA
