"","Sample_ID","integration_time_s","dilution_factor","RSU_area_1s","abs_file_id","eem_file_id","Evacuation_date_YYYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","Notes","Deployment_Date_YYYYMMDD","Deployment_Time_24hrs","Collection_Time_24hrs","Total_Volume_mL","EST_EDT"
"93","TMP_FW_PW_F4_15CM_20230710","1","0.666666666666667","3327","TMP_FW_PW_F4_15CM_20230710_ABS_DilCorr.dat","TMP_FW_PW_F4_15CM_20230710_EEM_DilCorr_IFE_RamNorm.dat",20230707,20230710,944,1035,NA,NA,NA,NA,NA,"EDT"
"94","TMP_FW_PW_F6_15CM_20230515","1","0.75","3073","TMP_FW_PW_F6_15CM_20230515_ABS_DilCorr.dat","TMP_FW_PW_F6_15CM_20230515_EEM_DilCorr_IFE_RamNorm.dat",20230512,20230515,1314,1746,NA,NA,NA,NA,NA,"EDT"
"95","TMP_FW_PW_F6_15CM_20230515","1","0.75","3073","TMP_FW_PW_F6_15CM_20230515_ABS_DilCorr.dat","TMP_FW_PW_F6_15CM_20230515_EEM_DilCorr_IFE_RamNorm.dat",20230512,20230515,1314,1746,NA,NA,NA,NA,NA,"EDT"
"96","TMP_FW_PW_F6_15CM_20230627","1","0.666666666666667","3302","TMP_FW_PW_F6_15CM_20230627_ABS_DilCorr.dat","TMP_FW_PW_F6_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat",20230623,20230627,1326,1140,NA,NA,NA,NA,NA,"EDT"
"97","TMP_FW_PW_H3_15CM_20230515","2","0.5","3077","TMP_FW_PW_H3_15CM_20230515_ABS_DilCorr.dat","TMP_FW_PW_H3_15CM_20230515_EEM_DilCorr_IFE_RamNorm.dat",20230512,20230515,1038,1715,NA,NA,NA,NA,NA,"EDT"
"98","TMP_FW_PW_H3_15CM_20230606","2","0.666666666666667","3338","TMP_FW_PW_H3_15CM_20230606_ABS_DilCorr.dat","TMP_FW_PW_H3_15CM_20230606_EEM_DilCorr_IFE_RamNorm.dat",20230605,20230606,NA,1800,NA,NA,NA,NA,NA,"EDT"
"99","TMP_FW_PW_H3_15CM_20230627","2","0.5","3327","TMP_FW_PW_H3_15CM_20230627_ABS_DilCorr.dat","TMP_FW_PW_H3_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat",20230623,20230627,1334,1108,NA,NA,NA,NA,NA,"EDT"
"100","TMP_FW_PW_H3_15CM_20231002","2","0.666666666666667","3220","TMP_FW_PW_H3_15CM_20231002_ABS_DilCorr.dat","TMP_FW_PW_H3_15CM_20231002_EEM_DilCorr_IFE_RamNorm.dat",20230929,20231002,1548,951,NA,NA,NA,NA,NA,"EDT"
"101","TMP_FW_PW_H6_15CM_20230515","2","0.4","3077","TMP_FW_PW_H6_15CM_20230515_ABS_DilCorr.dat","TMP_FW_PW_H6_15CM_20230515_EEM_DilCorr_IFE_RamNorm.dat",20230512,20230515,1040,1734,NA,NA,NA,NA,NA,"EDT"
"102","TMP_FW_PW_H6_15CM_20230515","2","0.4","3077","TMP_FW_PW_H6_15CM_20230515_ABS_DilCorr.dat","TMP_FW_PW_H6_15CM_20230515_EEM_DilCorr_IFE_RamNorm.dat",20230512,20230515,1040,1734,NA,NA,NA,NA,NA,"EDT"
"103","TMP_FW_PW_H6_15CM_20230608","1","1","3267","TMP_FW_PW_H6_15CM_20230608_ABS_DilCorr.dat","TMP_FW_PW_H6_15CM_20230608_EEM_DilCorr_IFE_RamNorm.dat",20230607,20230608,1643,1543,NA,NA,NA,NA,NA,"EDT"
"104","TMP_FW_PW_H6_15CM_20230617","1","0.766666666666667","3197","TMP_FW_PW_H6_15CM_20230617_ABS_DilCorr.dat","TMP_FW_PW_H6_15CM_20230617_EEM_DilCorr_IFE_RamNorm.dat",20230614,20230617,1549,1234,NA,NA,NA,NA,NA,"EDT"
"105","TMP_FW_PW_H6_15CM_20230710","1","0.666666666666667","3295","TMP_FW_PW_H6_15CM_20230710_ABS_DilCorr.dat","TMP_FW_PW_H6_15CM_20230710_EEM_DilCorr_IFE_RamNorm.dat",20230707,20230710,932,1025,NA,NA,NA,NA,NA,"EDT"
"106","TMP_FW_PW_I5_15CM_20230515","2","0.5","3077","TMP_FW_PW_I5_15CM_20230515_ABS_DilCorr.dat","TMP_FW_PW_I5_15CM_20230515_EEM_DilCorr_IFE_RamNorm.dat",20230512,20230515,1036,1726,NA,NA,NA,NA,NA,"EDT"
"107","TMP_FW_PW_I5_15CM_20230515","2","0.5","3077","TMP_FW_PW_I5_15CM_20230515_ABS_DilCorr.dat","TMP_FW_PW_I5_15CM_20230515_EEM_DilCorr_IFE_RamNorm.dat",20230512,20230515,1036,1726,NA,NA,NA,NA,NA,"EDT"
"108","TMP_FW_PW_I5_15CM_20230603","2","0.5","3056","TMP_FW_PW_I5_15CM_20230603_ABS_DilCorr.dat","TMP_FW_PW_I5_15CM_20230603_EEM_DilCorr_IFE_RamNorm.dat",20230531,20230603,1305,1609,NA,NA,NA,NA,NA,"EDT"
"109","TMP_FW_PW_I5_15CM_20230606","1","1","3338","TMP_FW_PW_I5_15CM_20230606_ABS_DilCorr.dat","TMP_FW_PW_I5_15CM_20230606_EEM_DilCorr_IFE_RamNorm.dat",20230605,20230606,NA,1745,NA,NA,NA,NA,NA,"EDT"
"110","TMP_FW_PW_I5_15CM_20230608","1","1","3267","TMP_FW_PW_I5_15CM_20230608_ABS_DilCorr.dat","TMP_FW_PW_I5_15CM_20230608_EEM_DilCorr_IFE_RamNorm.dat",20230607,20230608,1704,1528,NA,NA,NA,NA,NA,"EDT"
"111","TMP_FW_PW_I5_15CM_20230612","1","0.7","3267","TMP_FW_PW_I5_15CM_20230612_ABS_DilCorr.dat","TMP_FW_PW_I5_15CM_20230612_EEM_DilCorr_IFE_RamNorm.dat",20230608,20230612,1528,1009,NA,NA,NA,NA,NA,"EDT"
"112","TMP_FW_PW_I5_15CM_20230614","1","1","3267","TMP_FW_PW_I5_15CM_20230614_ABS_DilCorr.dat","TMP_FW_PW_I5_15CM_20230614_EEM_DilCorr_IFE_RamNorm.dat",20230612,20230614,1009,1536,NA,NA,NA,NA,NA,"EDT"
"113","TMP_FW_PW_I5_15CM_20230617","1","0.9","3267","TMP_FW_PW_I5_15CM_20230617_ABS_DilCorr.dat","TMP_FW_PW_I5_15CM_20230617_EEM_DilCorr_IFE_RamNorm.dat",20230614,20230617,1536,1225,NA,NA,NA,NA,NA,"EDT"
"114","TMP_FW_PW_I5_15CM_20230627","1","0.666666666666667","3302","TMP_FW_PW_I5_15CM_20230627_ABS_DilCorr.dat","TMP_FW_PW_I5_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat",20230623,20230627,1336,1054,NA,NA,NA,NA,NA,"EDT"
"115","TMP_FW_PW_I5_15CM_20230707","1","0.5","3327","TMP_FW_PW_I5_15CM_20230707_ABS_DilCorr.dat","TMP_FW_PW_I5_15CM_20230707_EEM_DilCorr_IFE_RamNorm.dat",20230705,20230707,1416,920,NA,NA,NA,NA,NA,"EDT"
"116","TMP_FW_PW_I5_15CM_20231005","1","0.6","3220","TMP_FW_PW_I5_15CM_20231005_ABS_DilCorr.dat","TMP_FW_PW_I5_15CM_20231005_EEM_DilCorr_IFE_RamNorm.dat",20231002,20231005,933,1037,NA,NA,NA,NA,NA,"EDT"
"117","TMP_FW_PW_15CM_POOLED_20221019-24","2","0.5","2935","TMP_FW_PW_15CM_POOLED_20221019-24_ABS_DilCorr.dat","TMP_FW_PW_15CM_POOLED_20221019-24_EEM_DilCorr_IFE_RamNorm.dat",20221017,20221019,1500,1539,NA,NA,NA,NA,91,NA
"118","TMP_FW_PW_15CM_POOLED_20221019-24","2","0.5","2935","TMP_FW_PW_15CM_POOLED_20221019-24_ABS_DilCorr.dat","TMP_FW_PW_15CM_POOLED_20221019-24_EEM_DilCorr_IFE_RamNorm.dat",20221021,20221024,1110,1124,NA,NA,NA,NA,91,NA
"119","TMP_FW_PW_15CM_POOLED_202211-12","2","0.5","2827","TMP_FW_PW_15CM_POOLED_202211-12_ABS_DilCorr.dat","TMP_FW_PW_15CM_POOLED_202211-12_EEM_DilCorr_IFE_RamNorm.dat",20221125,20221128,1414,1528,NA,NA,NA,NA,60,NA
"120","TMP_FW_PW_15CM_POOLED_202211-12","2","0.5","2827","TMP_FW_PW_15CM_POOLED_202211-12_ABS_DilCorr.dat","TMP_FW_PW_15CM_POOLED_202211-12_EEM_DilCorr_IFE_RamNorm.dat",NA,20221201,1420,1449,NA,NA,NA,NA,31,NA
"121","TMP_FW_PW_15CM_POOLED_202302","2","0.5","2911","TMP_FW_PW_15CM_POOLED_202302_ABS_DilCorr.dat","TMP_FW_PW_15CM_POOLED_202302_EEM_DilCorr_IFE_RamNorm.dat",20230130,20230202,1430,1530,NA,NA,NA,NA,140,NA
"122","TMP_FW_PW_15CM_POOLED_202302","2","0.5","2911","TMP_FW_PW_15CM_POOLED_202302_ABS_DilCorr.dat","TMP_FW_PW_15CM_POOLED_202302_EEM_DilCorr_IFE_RamNorm.dat",20230202,20230206,1100,1108,NA,NA,NA,NA,140,NA
"123","TMP_FW_PW_15CM_POOLED_20230417","1","0.8","3020","TMP_FW_PW_15CM_POOLED_20230417_ABS_DilCorr.dat","TMP_FW_PW_15CM_POOLED_20230417_EEM_DilCorr_IFE_RamNorm.dat",20230414,20230417,1010,1123,NA,NA,NA,NA,106,NA
"124","TMP_FW_PW_15CM_POOLED_20230627","1","0.666666666666667","3276","TMP_FW_PW_15CM_POOLED_20230627_ABS_DilCorr.dat","TMP_FW_PW_15CM_POOLED_20230627_EEM_DilCorr_IFE_RamNorm.dat",20230623,20230627,NA,NA,NA,NA,NA,NA,175,NA
"125","TMP_FW_PW_15CM_POOLED_202307","1","0.666666666666667","3276","TMP_FW_PW_15CM_POOLED_202307_ABS_DilCorr.dat","TMP_FW_PW_15CM_POOLED_202307_EEM_DilCorr_IFE_RamNorm.dat",20230707,20230710,NA,NA,NA,NA,NA,NA,214,NA
"126","TMP_SW_PW_B4_15CM_20230515","4","0.1","3077","TMP_SW_PW_B4_15CM_20230515_ABS_DilCorr.dat","TMP_SW_PW_B4_15CM_20230515_EEM_DilCorr_IFE_RamNorm.dat",20230512,20230515,1059,1511,NA,NA,NA,NA,NA,"EDT"
"127","TMP_SW_PW_B4_15CM_20230603","4","0.08","3056","TMP_SW_PW_B4_15CM_20230603_ABS_DilCorr.dat","TMP_SW_PW_B4_15CM_20230603_EEM_DilCorr_IFE_RamNorm.dat",20230531,20230603,1405,1506,NA,NA,NA,NA,NA,"EDT"
"128","TMP_SW_PW_B4_15CM_20230608","4","1","3256","TMP_SW_PW_B4_15CM_20230608_ABS_DilCorr.dat","TMP_SW_PW_B4_15CM_20230608_EEM_DilCorr_IFE_RamNorm.dat",20230607,20230608,1723,1415,"bubbles in syringe",NA,NA,NA,NA,"EDT"
"129","TMP_SW_PW_B4_15CM_20230614","4","0.666666666666667","3267","TMP_SW_PW_B4_15CM_20230614_ABS_DilCorr.dat","TMP_SW_PW_B4_15CM_20230614_EEM_DilCorr_IFE_RamNorm.dat",20230612,20230614,935,1214,NA,NA,NA,NA,NA,"EDT"
"130","TMP_SW_PW_B4_15CM_20230617","4","0.666666666666667","3197","TMP_SW_PW_B4_15CM_20230617_ABS_DilCorr.dat","TMP_SW_PW_B4_15CM_20230617_EEM_DilCorr_IFE_RamNorm.dat",20230614,20230617,1214,1133,NA,NA,NA,NA,NA,"EDT"
"131","TMP_SW_PW_B4_15CM_20230627","4","0.666666666666667","3327","TMP_SW_PW_B4_15CM_20230627_ABS_DilCorr.dat","TMP_SW_PW_B4_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat",20230623,20230627,1239,1431,"Clear",NA,NA,NA,NA,"EDT"
"132","TMP_SW_PW_B4_15CM_20230707","2","0.666666666666667","3327","TMP_SW_PW_B4_15CM_20230707_ABS_DilCorr.dat","TMP_SW_PW_B4_15CM_20230707_EEM_DilCorr_IFE_RamNorm.dat",20230705,20230707,1239,1020,NA,NA,NA,NA,NA,"EDT"
"133","TMP_SW_PW_C3_15CM_20230606","1","1","3338","TMP_SW_PW_C3_15CM_20230606_ABS_DilCorr.dat","TMP_SW_PW_C3_15CM_20230606_EEM_DilCorr_IFE_RamNorm.dat",20230605,20230606,NA,1619,NA,NA,NA,NA,NA,"EDT"
"134","TMP_SW_PW_C3_15CM_20230608","2","1","3267","TMP_SW_PW_C3_15CM_20230608_ABS_DilCorr.dat","TMP_SW_PW_C3_15CM_20230608_EEM_DilCorr_IFE_RamNorm.dat",20230607,20230608,1733,1405,"bubbles in syringe",NA,NA,NA,NA,"EDT"
"135","TMP_SW_PW_C3_15CM_20230614","2","0.833333333333333","3267","TMP_SW_PW_C3_15CM_20230614_ABS_DilCorr.dat","TMP_SW_PW_C3_15CM_20230614_EEM_DilCorr_IFE_RamNorm.dat",20230612,20230614,848,1201,NA,NA,NA,NA,NA,"EDT"
"136","TMP_SW_PW_C3_15CM_20230617","4","0.4","3302","TMP_SW_PW_C3_15CM_20230617_ABS_DilCorr.dat","TMP_SW_PW_C3_15CM_20230617_EEM_DilCorr_IFE_RamNorm.dat",20230614,20230617,1201,1048,NA,NA,NA,NA,NA,"EDT"
"137","TMP_SW_PW_C3_15CM_20230627","2","0.666666666666667","3295","TMP_SW_PW_C3_15CM_20230627_ABS_DilCorr.dat","TMP_SW_PW_C3_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat",20230623,20230627,1235,1442,"Clear",NA,NA,NA,NA,"EDT"
"138","TMP_SW_PW_C3_15CM_20230707","2","0.666666666666667","3327","TMP_SW_PW_C3_15CM_20230707_ABS_DilCorr.dat","TMP_SW_PW_C3_15CM_20230707_EEM_DilCorr_IFE_RamNorm.dat",20230705,20230707,1235,1031,NA,NA,NA,NA,NA,"EDT"
"139","TMP_SW_PW_C3_15CM_20231002","2","0.41025641025641","3220","TMP_SW_PW_C3_15CM_20231002_ABS_DilCorr.dat","TMP_SW_PW_C3_15CM_20231002_EEM_DilCorr_IFE_RamNorm.dat",20230929,20231002,1113,1138,NA,NA,NA,NA,NA,"EDT"
"140","TMP_SW_PW_C6_15CM_20230627","4","0.666666666666667","3327","TMP_SW_PW_C6_15CM_20230627_ABS_DilCorr.dat","TMP_SW_PW_C6_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat",20230623,20230627,1242,1421,"Clear",NA,NA,NA,NA,"EDT"
"141","TMP_SW_PW_C6_15CM_20230810","2","0.1","3251","TMP_SW_PW_C6_15CM_20230810_ABS_DilCorr.dat","TMP_SW_PW_C6_15CM_20230810_EEM_DilCorr_IFE_RamNorm.dat",20230807,20230810,1053,1131,"very yellow",NA,NA,NA,NA,"EDT"
"142","TMP_SW_PW_D5_15CM_20230606","2","1","3338","TMP_SW_PW_D5_15CM_20230606_ABS_DilCorr.dat","TMP_SW_PW_D5_15CM_20230606_EEM_DilCorr_IFE_RamNorm.dat",20230605,20230606,NA,1748,NA,NA,NA,NA,NA,"EDT"
"143","TMP_SW_PW_D5_15CM_20230608","4","0.571428571428571","3267","TMP_SW_PW_D5_15CM_20230608_ABS_DilCorr.dat","TMP_SW_PW_D5_15CM_20230608_EEM_DilCorr_IFE_RamNorm.dat",20230607,20230608,1711,1435,"bubbles in syringe",NA,NA,NA,NA,"EDT"
"144","TMP_SW_PW_D5_15CM_20230614","4","0.666666666666667","3197","TMP_SW_PW_D5_15CM_20230614_ABS_DilCorr.dat","TMP_SW_PW_D5_15CM_20230614_EEM_DilCorr_IFE_RamNorm.dat",20230612,20230614,927,1228,NA,NA,NA,NA,NA,"EDT"
"145","TMP_SW_PW_D5_15CM_20230617","4","0.666666666666667","3197","TMP_SW_PW_D5_15CM_20230617_ABS_DilCorr.dat","TMP_SW_PW_D5_15CM_20230617_EEM_DilCorr_IFE_RamNorm.dat",20230614,20230617,1228,1122,"Definitely looked like 39 on the data collection sheet, but could have been 19??",NA,NA,NA,NA,"EDT"
"146","TMP_SW_PW_D5_15CM_20230627","4","0.666666666666667","3302","TMP_SW_PW_D5_15CM_20230627_ABS_DilCorr.dat","TMP_SW_PW_D5_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat",20230623,20230627,1245,1412,"Clear",NA,NA,NA,NA,"EDT"
"147","TMP_SW_PW_D5_15CM_20231002","2","0.233333333333333","3220","TMP_SW_PW_D5_15CM_20231002_ABS_DilCorr.dat","TMP_SW_PW_D5_15CM_20231002_EEM_DilCorr_IFE_RamNorm.dat",20230929,20231002,1122,1123,NA,NA,NA,NA,NA,"EDT"
"148","TMP_SW_PW_E3_15CM_20230606","4","1","3224","TMP_SW_PW_E3_15CM_20230606_ABS_DilCorr.dat","TMP_SW_PW_E3_15CM_20230606_EEM_DilCorr_IFE_RamNorm.dat",20230605,20230606,NA,1658,NA,NA,NA,NA,NA,"EDT"
"149","TMP_SW_PW_E3_15CM_20230608","4","1","3267","TMP_SW_PW_E3_15CM_20230608_ABS_DilCorr.dat","TMP_SW_PW_E3_15CM_20230608_EEM_DilCorr_IFE_RamNorm.dat",20230607,20230608,1703,1330,"bubbles in syringe",NA,NA,NA,NA,"EDT"
"150","TMP_SW_PW_E3_15CM_20230612","4","0.666666666666667","3197","TMP_SW_PW_E3_15CM_20230612_ABS_DilCorr.dat","TMP_SW_PW_E3_15CM_20230612_EEM_DilCorr_IFE_RamNorm.dat",20230608,20230612,1330,855,NA,NA,NA,NA,NA,"EDT"
"151","TMP_SW_PW_E3_15CM_20230614","4","1","3197","TMP_SW_PW_E3_15CM_20230614_ABS_DilCorr.dat","TMP_SW_PW_E3_15CM_20230614_EEM_DilCorr_IFE_RamNorm.dat",20230612,20230614,855,1257,NA,NA,NA,NA,NA,"EDT"
"152","TMP_SW_PW_E3_15CM_20230617","4","0.518518518518518","3302","TMP_SW_PW_E3_15CM_20230617_ABS_DilCorr.dat","TMP_SW_PW_E3_15CM_20230617_EEM_DilCorr_IFE_RamNorm.dat",20230614,20230617,1257,1057,NA,NA,NA,NA,NA,"EDT"
"153","TMP_SW_PW_E3_15CM_20230627","4","0.666666666666667","3295","TMP_SW_PW_E3_15CM_20230627_ABS_DilCorr.dat","TMP_SW_PW_E3_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat",20230623,20230627,1247,1339,"Clear",NA,NA,NA,NA,"EDT"
"154","TMP_SW_PW_E3_15CM_20230707","4","0.666666666666667","3327","TMP_SW_PW_E3_15CM_20230707_ABS_DilCorr.dat","TMP_SW_PW_E3_15CM_20230707_EEM_DilCorr_IFE_RamNorm.dat",20230705,20230707,1435,1038,NA,NA,NA,NA,NA,"EDT"
"155","TMP_SW_PW_E3_15CM_20230810","1","0.2","3251","TMP_SW_PW_E3_15CM_20230810_ABS_DilCorr.dat","TMP_SW_PW_E3_15CM_20230810_EEM_DilCorr_IFE_RamNorm.dat",20230807,20230810,1025,1142,"light yellow",NA,NA,NA,NA,"EDT"
"156","TMP_SW_PW_F4_15CM_20230627","2","0.666666666666667","3327","TMP_SW_PW_F4_15CM_20230627_ABS_DilCorr.dat","TMP_SW_PW_F4_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat",20230623,20230627,1249,1355,"Clear",NA,NA,NA,NA,"EDT"
"157","TMP_SW_PW_F6_15CM_20230515","2","0.1","3073","TMP_SW_PW_F6_15CM_20230515_ABS_DilCorr.dat","TMP_SW_PW_F6_15CM_20230515_EEM_DilCorr_IFE_RamNorm.dat",20230512,20230515,1106,1559,NA,NA,NA,NA,NA,"EDT"
"158","TMP_SW_PW_F6_15CM_20230614","4","0.666666666666667","3197","TMP_SW_PW_F6_15CM_20230614_ABS_DilCorr.dat","TMP_SW_PW_F6_15CM_20230614_EEM_DilCorr_IFE_RamNorm.dat",20230612,20230614,922,1242,NA,NA,NA,NA,NA,"EDT"
"159","TMP_SW_PW_F6_15CM_20230627","4","0.666666666666667","3302","TMP_SW_PW_F6_15CM_20230627_ABS_DilCorr.dat","TMP_SW_PW_F6_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat",20230623,20230627,1256,1402,"Clear",NA,NA,NA,NA,"EDT"
"160","TMP_SW_PW_F6_15CM_20230707","2","0.666666666666667","3295","TMP_SW_PW_F6_15CM_20230707_ABS_DilCorr.dat","TMP_SW_PW_F6_15CM_20230707_EEM_DilCorr_IFE_RamNorm.dat",20230705,20230707,1430,1050,NA,NA,NA,NA,NA,"EDT"
"161","TMP_SW_PW_F6_15CM_20231002","1","0.233333333333333","3220","TMP_SW_PW_F6_15CM_20231002_ABS_DilCorr.dat","TMP_SW_PW_F6_15CM_20231002_EEM_DilCorr_IFE_RamNorm.dat",20230929,20231002,1525,1116,NA,NA,NA,NA,NA,"EDT"
"162","TMP_SW_PW_H3_15CM_20230627","4","0.666666666666667","3302","TMP_SW_PW_H3_15CM_20230627_ABS_DilCorr.dat","TMP_SW_PW_H3_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat",20230623,20230627,1252,1329,"Clear",NA,NA,NA,NA,"EDT"
"163","TMP_SW_PW_H3_15CM_20230810","2","0.1","3251","TMP_SW_PW_H3_15CM_20230810_ABS_DilCorr.dat","TMP_SW_PW_H3_15CM_20230810_EEM_DilCorr_IFE_RamNorm.dat",20230807,20230810,1018,1203,"yellow",NA,NA,NA,NA,"EDT"
"164","TMP_SW_PW_H3_15CM_20231002","2","0.1","3220","TMP_SW_PW_H3_15CM_20231002_ABS_DilCorr.dat","TMP_SW_PW_H3_15CM_20231002_EEM_DilCorr_IFE_RamNorm.dat",20230929,20231002,1128,1055,NA,NA,NA,NA,NA,"EDT"
"165","TMP_SW_PW_H6_15CM_20230515","4","0.1","3073","TMP_SW_PW_H6_15CM_20230515_ABS_DilCorr.dat","TMP_SW_PW_H6_15CM_20230515_EEM_DilCorr_IFE_RamNorm.dat",20230512,20230515,1336,1615,NA,NA,NA,NA,NA,"EDT"
"166","TMP_SW_PW_H6_15CM_20230515","4","0.1","3073","TMP_SW_PW_H6_15CM_20230515_ABS_DilCorr.dat","TMP_SW_PW_H6_15CM_20230515_EEM_DilCorr_IFE_RamNorm.dat",20230512,20230515,1336,1615,NA,NA,NA,NA,NA,"EDT"
"167","TMP_SW_PW_H6_15CM_20230608","4","0.766666666666667","3267","TMP_SW_PW_H6_15CM_20230608_ABS_DilCorr.dat","TMP_SW_PW_H6_15CM_20230608_EEM_DilCorr_IFE_RamNorm.dat",20230607,20230608,1634,1349,"bubbles in syringe",NA,NA,NA,NA,"EDT"
"168","TMP_SW_PW_B4_15CM_20230612","4","1","3197","TMP_SW_PW_B4_15CM_20230612_ABS_DilCorr.dat","TMP_SW_PW_B4_15CM_20230612_EEM_DilCorr_IFE_RamNorm.dat",20230608,20230612,1415,935,NA,NA,NA,NA,NA,"EDT"
"169","TMP_SW_PW_H6_15CM_20230614","4","0.533333333333333","3302","TMP_SW_PW_H6_15CM_20230614_ABS_DilCorr.dat","TMP_SW_PW_H6_15CM_20230614_EEM_DilCorr_IFE_RamNorm.dat",20230612,20230614,917,1318,NA,NA,NA,NA,NA,"EDT"
"170","TMP_SW_PW_H6_15CM_20230627","4","0.666666666666667","3327","TMP_SW_PW_H6_15CM_20230627_ABS_DilCorr.dat","TMP_SW_PW_H6_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat",20230623,20230627,1255,1317,"Clear",NA,NA,NA,NA,"EDT"
"171","TMP_SW_PW_H6_15CM_20230810","2","0.1","3251","TMP_SW_PW_H6_15CM_20230810_ABS_DilCorr.dat","TMP_SW_PW_H6_15CM_20230810_EEM_DilCorr_IFE_RamNorm.dat",20230807,20230810,1006,1226,"yellow",NA,NA,NA,NA,"EDT"
"172","TMP_SW_PW_I5_15CM_20230810","2","0.1","3251","TMP_SW_PW_I5_15CM_20230810_ABS_DilCorr.dat","TMP_SW_PW_I5_15CM_20230810_EEM_DilCorr_IFE_RamNorm.dat",20230807,20230810,1012,1214,"yellow",NA,NA,NA,NA,"EDT"
"173","TMP_SW_PW_15CM_POOLED_20221019","2","0.1","2935","TMP_SW_PW_15CM_POOLED_20221019_ABS_DilCorr.dat","TMP_SW_PW_15CM_POOLED_20221019_EEM_DilCorr_IFE_RamNorm.dat",20221017,20221019,1540,1620,NA,NA,NA,NA,97,NA
"174","TMP_SW_PW_15CM_POOLED_20221019","2","0.1","2935","TMP_SW_PW_15CM_POOLED_20221019_ABS_DilCorr.dat","TMP_SW_PW_15CM_POOLED_20221019_EEM_DilCorr_IFE_RamNorm.dat",NA,NA,NA,NA,NA,NA,NA,NA,97,NA
"175","TMP_SW_PW_15CM_POOLED_202211-12","4","0.1","2827","TMP_SW_PW_15CM_POOLED_202211-12_ABS_DilCorr.dat","TMP_SW_PW_15CM_POOLED_202211-12_EEM_DilCorr_IFE_RamNorm.dat",20221125,20221128,1245,1402,NA,NA,NA,NA,29,NA
"176","TMP_SW_PW_15CM_POOLED_202211-12","4","0.1","2827","TMP_SW_PW_15CM_POOLED_202211-12_ABS_DilCorr.dat","TMP_SW_PW_15CM_POOLED_202211-12_EEM_DilCorr_IFE_RamNorm.dat",NA,20221201,1210,1246,NA,NA,NA,NA,49,NA
"177","TMP_SW_PW_15CM_POOLED_202302","2","0.1","2911","TMP_SW_PW_15CM_POOLED_202302_ABS_DilCorr.dat","TMP_SW_PW_15CM_POOLED_202302_EEM_DilCorr_IFE_RamNorm.dat",20230130,20230202,1130,1230,NA,NA,NA,NA,140,NA
"178","TMP_SW_PW_15CM_POOLED_202302","2","0.1","2911","TMP_SW_PW_15CM_POOLED_202302_ABS_DilCorr.dat","TMP_SW_PW_15CM_POOLED_202302_EEM_DilCorr_IFE_RamNorm.dat",20230202,20230206,1040,1055,NA,NA,NA,NA,140,NA
"179","TMP_SW_PW_15CM_POOLED_20230417","4","0.1","3020","TMP_SW_PW_15CM_POOLED_20230417_ABS_DilCorr.dat","TMP_SW_PW_15CM_POOLED_20230417_EEM_DilCorr_IFE_RamNorm.dat",20230414,20230417,938,1038,NA,NA,NA,NA,131,NA
"180","TMP_SW_PW_15CM_POOLED_20230614","2","0.666666666666667","3276","TMP_SW_PW_15CM_POOLED_20230614_ABS_DilCorr.dat","TMP_SW_PW_15CM_POOLED_20230614_EEM_DilCorr_IFE_RamNorm.dat",20230612,20230614,NA,NA,NA,NA,NA,NA,64,NA
"181","TMP_SW_PW_15CM_POOLED_20230617","4","0.666666666666667","3276","TMP_SW_PW_15CM_POOLED_20230617_ABS_DilCorr.dat","TMP_SW_PW_15CM_POOLED_20230617_EEM_DilCorr_IFE_RamNorm.dat",20230614,20230617,NA,NA,NA,NA,NA,NA,32,NA
"182","TMP_SW_PW_15CM_POOLED_20230627","4","0.666666666666667","3276","TMP_SW_PW_15CM_POOLED_20230627_ABS_DilCorr.dat","TMP_SW_PW_15CM_POOLED_20230627_EEM_DilCorr_IFE_RamNorm.dat",20230623,20230627,NA,NA,NA,NA,NA,NA,250,NA
"183","TMP_SW_PW_15CM_POOLED_202307","2","0.666666666666667","3276","TMP_SW_PW_15CM_POOLED_202307_ABS_DilCorr.dat","TMP_SW_PW_15CM_POOLED_202307_EEM_DilCorr_IFE_RamNorm.dat",20230705,20230707,NA,NA,NA,NA,NA,NA,80.5,NA
"184","TMP_SW_PW_15CM_POOLED_202307","2","0.666666666666667","3276","TMP_SW_PW_15CM_POOLED_202307_ABS_DilCorr.dat","TMP_SW_PW_15CM_POOLED_202307_EEM_DilCorr_IFE_RamNorm.dat",20230707,20230710,NA,NA,NA,NA,NA,NA,80.5,NA
