"Project","Sample_ID","Zone","Grid","Depth_cm","Source","Volume_mL","Collection_Date","Evacuation_date_YYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","H2S_mean","H2S_sd","H2S_cv","H2S_Conc_flag","H2S_cv_flag","H2S_QAQC_flag","Dilution","Analysis_rundate","Field_notes","Run_notes"
"TMP","TMP_FW_PW_F6_20250204_15CM","FW","F6","15cm","PW",5,20250204,20250131,1433,1522,"EST",0,0,0,"bdl","Within Range","Spk recovery out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_FW_PW_F6_20250602_15CM","FW","F6","15cm","PW",5,20250602,20250530,1056,1125,"EDT",0,0,0,"bdl","Within Range","Std curve r2 low; Dup perc diff out of range; Spk recovery out of range",1,"20250926",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_FW_PW_H3_20250131_15CM","FW","H3","15cm","PW",5,20250131,20250128,1426,1420,"EST",0,0,0,"bdl","Within Range","Spk recovery out of range",1,"20250925","sub-sampled in lab at 1611","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_FW_PW_H3_20250204_15CM","FW","H3","15cm","PW",5,20250204,20250131,1420,1454,"EST",0,0,0,"bdl","Within Range","Spk recovery out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_FW_PW_H3_20250403_15CM","FW","H3","15cm","PW",5,20250403,20250331,1444,1023,"EDT",0,0,0,"bdl","Within Range","Std curve r2 low; Dup perc diff out of range; Spk recovery out of range",1,"20250926",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_FW_PW_H3_20250509_15CM","FW","H3","15cm","PW",5,20250509,20250506,840,1033,"EDT",0,0,0,"bdl","Within Range","Std curve r2 low; Dup perc diff out of range; Spk recovery out of range",1,"20250926","sub-sampled at 1118","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_FW_PW_H3_20250602_15CM","FW","H3","15cm","PW",5,20250602,20250530,1050,1051,"EDT",0,0,0,"bdl","Within Range","Std curve r2 low; Dup perc diff out of range; Spk recovery out of range",1,"20250926",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_FW_PW_H3_20250711_15CM","FW","H3","15cm","PW",5,20250711,20250708,1312,1100,"EDT",0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range",1,"20250926",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_FW_PW_H6_20250131_15CM","FW","H6","15cm","PW",5,20250131,20250128,1340,1431,"EST",0,0,0,"bdl","Within Range","Spk recovery out of range",1,"20250925","sub-sampled in lab at 1602","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_FW_PW_H6_20250204_15CM","FW","H6","15cm","PW",5,20250204,20250131,1431,1512,"EST",0,0,0,"bdl","Within Range","Spk recovery out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_FW_PW_H6_20250403_15CM","FW","H6","15cm","PW",5,20250403,20250331,1449,1012,"EDT",0,0,0,"bdl","Within Range","Std curve r2 low; Dup perc diff out of range; Spk recovery out of range",1,"20250926",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_FW_PW_H6_20250509_15CM","FW","H6","15cm","PW",5,20250509,20250506,843,1016,"EDT",2.73890101621172,0.811354773643261,29.6233696961228,"Within Range","High CV","Std curve r2 low; Dup perc diff out of range; Spk recovery out of range",1,"20250926","sub-sampled at 1051","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_FW_PW_H6_20250602_15CM","FW","H6","15cm","PW",5,20250602,20250530,1055,1113,"EDT",0,0,0,"bdl","Within Range","Std curve r2 low; Dup perc diff out of range; Spk recovery out of range",1,"20250926",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_FW_PW_I5_20250131_15CM","FW","I5","15cm","PW",5,20250131,20250128,1421,1427,"EST",0,0,0,"bdl","Within Range","Spk recovery out of range",1,"20250925","light color; sub-sampled in lab at 1627","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_FW_PW_I5_20250204_15CM","FW","I5","15cm","PW",5,20250204,20250131,1427,1502,"EST",0,0,0,"bdl","Within Range","Spk recovery out of range",1,"20250925","light color","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_FW_PW_I5_20250406_15CM","FW","I5","15cm","PW",5,20250406,20250403,1006,1101,"EDT",0,0,0,"bdl","Within Range","Std curve r2 low; Dup perc diff out of range; Spk recovery out of range",1,"20250926",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_FW_PW_I5_20250509_15CM","FW","I5","15cm","PW",5,20250509,20250506,842,1035,"EDT",2.3086151694183,0.202838693410815,8.78616306856914,"Within Range","Within Range","Std curve r2 low; Dup perc diff out of range; Spk recovery out of range",1,"20250926","sub-sampled at 1106","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_FW_PW_I5_20250602_15CM","FW","I5","15cm","PW",5,20250602,20250530,1049,1033,"EDT",0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range",1,"20250926",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_FW_PW_I5_20250711_15CM","FW","I5","15cm","PW",5,20250711,20250708,1313,1110,"EDT",0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range",1,"20250926",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_B4_20250131_15CM","SW","B4","15cm","PW",5,20250131,20250128,1244,1252,"EST",0.969948090505437,0.0676128978036051,6.97077487604231,"Within Range","Within Range","MC 10 out of range; Dup perc diff out of range; Spk recovery out of range",1,"20250925","colored; field collection","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_B4_20250204_15CM","SW","B4","15cm","PW",5,20250204,20250131,1308,1220,"EST",1.59147209142927,0.13522579560721,8.49690021807213,"Within Range","Within Range","MC 10 out of range; Dup perc diff out of range; Spk recovery out of range",1,"20250925","colored","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_B4_20250403_15CM","SW","B4","15cm","PW",5,20250403,20250331,1400,1232,"EDT",4.23693322356659,0.276028499416296,6.51481826243982,"Within Range","Within Range","MC 10 out of range; Dup perc diff out of range; Spk recovery out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_B4_20250509_15CM","SW","B4","15cm","PW",5,20250509,20250506,754,1152,"EDT",2.88232963180953,0.0676128978036052,2.34577256735059,"Within Range","Within Range","Std curve r2 low; MC 10 out of range",1,"20250925","sub-sampled at 1215","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_B4_20250602_15CM","SW","B4","15cm","PW",5,20250602,20250530,1312,1531,"EDT",1.81458327124808,0.0552056998832594,3.04233488525929,"Within Range","Within Range","Std curve r2 low; MC 10 out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_B4_20250711_15CM","SW","B4","15cm","PW",5,20250711,20250708,1224,738,"EDT",4.93813978871142,0.191238154130409,3.87267599365209,"Within Range","Within Range","Spk recovery out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_C3_20250131_15CM","SW","C3","15cm","PW",5,20250131,20250128,1349,1308,"EST",0,0,0,"bdl","Within Range","MC 10 out of range; Dup perc diff out of range; Spk recovery out of range",1,"20250925","colored; field collection","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_C3_20250204_15CM","SW","C3","15cm","PW",5,20250204,20250131,1252,1210,"EST",1.20899578316845,0,0,"Within Range","Within Range","MC 10 out of range; Dup perc diff out of range; Spk recovery out of range",1,"20250925","colored","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_C3_20250403_15CM","SW","C3","15cm","PW",5,20250403,20250331,1356,1336,"EDT",1.14524973179164,0.0552056998832594,4.82040714359259,"Within Range","Within Range","Std curve r2 low; MC 10 out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_C3_20250509_15CM","SW","C3","15cm","PW",5,20250509,20250506,751,1050,"EDT",2.67515496483492,0.199046981626967,7.44057762049126,"Within Range","Within Range","Std curve r2 low; MC 10 out of range",1,"20250925","sub-sampled at 1213","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_C3_20250602_15CM","SW","C3","15cm","PW",5,20250602,20250530,1308,1518,"EDT",1.87832932262488,0.270451591214421,14.3985182979775,"Within Range","High CV","Std curve r2 low; MC 10 out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_C3_20250711_15CM","SW","C3","15cm","PW",5,20250711,20250708,1218,750,"EDT",4.90626676302302,0.292121105688744,5.95404040991754,"Within Range","Within Range","Std curve r2 low; MC 10 out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_C6_20250204_15CM","SW","C6","15cm","PW",5,20250204,20250131,1245,1230,"EST",0.683090859309824,0.0676128978036052,9.89808264627043,"Within Range","Within Range","MC 10 out of range; Dup perc diff out of range; Spk recovery out of range",1,"20250925","colored","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_C6_20250403_15CM","SW","C6","15cm","PW",5,20250403,20250331,1403,1247,"EDT",1.24086880885685,0.0552056998832593,4.44895540037932,"Within Range","Within Range","Std curve r2 low; MC 10 out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_C6_20250509_15CM","SW","C6","15cm","PW",5,20250509,20250506,756,1154,"EDT",3.37636152997975,0.307372328435101,9.10365568692358,"Within Range","Within Range","Std curve r2 low; MC 10 out of range",1,"20250925","sub-sampled at 1219","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_C6_20250602_15CM","SW","C6","15cm","PW",5,20250602,20250530,1246,1234,"EDT",1.73490070702707,0.0676128978036052,3.89722002704505,"Within Range","Within Range","Std curve r2 low; MC 10 out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_D5_20250131_15CM","SW","D5","15cm","PW",5,20250131,20250128,1249,1345,"EST",0,0,0,"bdl","Within Range","MC 10 out of range; Dup perc diff out of range; Spk recovery out of range",1,"20250925","colored; sub-sampled in the lab at 1508","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_D5_20250204_15CM","SW","D5","15cm","PW",5,20250204,20250131,1345,1239,"EST",0.969948090505437,0.202838693410815,20.9123246281268,"Within Range","High CV","MC 10 out of range; Dup perc diff out of range; Spk recovery out of range",1,"20250925","colored","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_D5_20250403_15CM","SW","D5","15cm","PW",5,20250403,20250331,1406,1255,"EDT",0.204995473983802,0.0676128978036052,32.9826295623228,"Within Range","High CV","MC 10 out of range; Dup perc diff out of range; Spk recovery out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_D5_20250509_15CM","SW","D5","15cm","PW",5,20250509,20250506,758,1156,"EDT",1.35242439876625,0.202838693410816,14.9981539519588,"Within Range","High CV","Std curve r2 low; MC 10 out of range",1,"20250925","sub-sampled at 1209","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_D5_20250602_15CM","SW","D5","15cm","PW",5,20250602,20250530,1248,1248,"EDT",0.491852705179415,0.0676128978036052,13.746574348705,"Within Range","High CV","Std curve r2 low; MC 10 out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_D5_20250711_15CM","SW","D5","15cm","PW",5,20250711,20250708,1228,801,"EDT",0.204995473983802,0.0676128978036052,32.9826295623228,"Within Range","High CV","Spk recovery out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_E3_20250131_15CM","SW","E3","15cm","PW",5,20250131,20250128,1257,1355,"EST",0,0,0,"bdl","Within Range","MC 10 out of range; Dup perc diff out of range; Spk recovery out of range",1,"20250925","clear; sub-sampled in the lab at 1512","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_E3_20250204_15CM","SW","E3","15cm","PW",5,20250204,20250131,1355,1306,"EST",0.300614551049006,0.0676128978036052,22.4915585648357,"Within Range","High CV","MC 10 out of range; Dup perc diff out of range; Spk recovery out of range",1,"20250925","colored","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_E3_20250403_15CM","SW","E3","15cm","PW",5,20250403,20250331,1411,1327,"EDT",1.14524973179164,0.0552056998832594,4.82040714359259,"Within Range","Within Range","MC 10 out of range; Dup perc diff out of range; Spk recovery out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_E3_20250602_15CM","SW","E3","15cm","PW",5,20250602,20250530,1302,1504,"EDT",0.444043166646813,0,0,"Within Range","Within Range","Std curve r2 low; MC 10 out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_E3_20250711_15CM","SW","E3","15cm","PW",5,20250711,20250708,1347,815,"EDT",0.858392500596032,0.0552056998832594,6.43128869892582,"Within Range","Within Range","Spk recovery out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_F4_20250131_15CM","SW","F4","15cm","PW",5,20250131,20250128,1255,1351,"EST",1.01775762903804,0,0,"Within Range","Within Range","MC 10 out of range; Dup perc diff out of range; Spk recovery out of range",1,"20250925","colored; sub-sampled in lab at 1516","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_F4_20250204_15CM","SW","F4","15cm","PW",5,20250204,20250131,1351,1258,"EST",1.71896419418287,0.0552056998832594,3.21156776098539,"Within Range","Within Range","MC 10 out of range; Dup perc diff out of range; Spk recovery out of range",1,"20250925","colored","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_F4_20250509_15CM","SW","F4","15cm","PW",5,20250509,20250506,805,1147,"EDT",1.68709116849447,0.0956190770652044,5.66768879185902,"Within Range","Within Range","Std curve r2 low; MC 10 out of range",1,"20250925","sub-sampled at 1221","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_F4_20250602_15CM","SW","F4","15cm","PW",5,20250602,20250530,1259,1338,"EDT",1.06556716757064,0.0676128978036043,6.3452497281568,"Within Range","Within Range","Std curve r2 low; MC 10 out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_F6_20250131_15CM","SW","F6","15cm","PW",5,20250131,20250128,1253,1347,"EST",0,0,0,"bdl","Within Range","MC 10 out of range; Dup perc diff out of range; Spk recovery out of range",1,"20250925","colored; sub-sampled in the lab at 1525","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_F6_20250204_15CM","SW","F6","15cm","PW",5,20250204,20250131,1347,1248,"EST",1.44804347583146,0.202838693410816,14.0077764788344,"Within Range","High CV","MC 10 out of range; Dup perc diff out of range; Spk recovery out of range",1,"20250925","colored","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_F6_20250403_15CM","SW","F6","15cm","PW",5,20250403,20250331,1407,1302,"EDT",0.874329013440233,0.0676128978036051,7.73311839870987,"Within Range","Within Range","MC 10 out of range; Dup perc diff out of range; Spk recovery out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_F6_20250509_15CM","SW","F6","15cm","PW",5,20250509,20250506,801,1159,"EDT",2.2926786565741,0.220822799533037,9.63165068509899,"Within Range","Within Range","Std curve r2 low; MC 10 out of range",1,"20250925","sub-sampled at 1205","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_F6_20250602_15CM","SW","F6","15cm","PW",5,20250602,20250530,1252,1259,"EDT",1.49585301436406,0.270451591214421,18.0800913336662,"Within Range","High CV","Std curve r2 low; MC 10 out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_F6_20250711_15CM","SW","F6","15cm","PW",5,20250711,20250708,1233,827,"EDT",1.87832932262488,0,0,"Within Range","Within Range","Std curve r2 low; MC 10 out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_H3_20250204_15CM","SW","H3","15cm","PW",5,20250204,20250131,1357,1317,"EST",1.44804347583146,0.0676128978036052,4.66925882627815,"Within Range","Within Range","MC 10 out of range; Dup perc diff out of range; Spk recovery out of range",1,"20250925","colored","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_H3_20250509_15CM","SW","H3","15cm","PW",5,20250509,20250506,809,1143,"EDT",2.2289326051973,0.146060552844372,6.55293715493221,"Within Range","Within Range","Std curve r2 low; MC 10 out of range",1,"20250925","sub-sampled at 1224","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_H3_20250602_15CM","SW","H3","15cm","PW",5,20250602,20250530,1257,1323,"EDT",0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_H3_20250711_15CM","SW","H3","15cm","PW",5,20250711,20250708,1243,850,"EDT",1.27274183454525,0.0552056998832593,4.33754107744751,"Within Range","Within Range","Spk recovery out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_H6_20250131_15CM","SW","H6","15cm","PW",5,20250131,20250128,1300,1400,"EST",0.890265526284434,0.0552056998832594,6.20103758410853,"Within Range","Within Range","MC 10 out of range; Dup perc diff out of range; Spk recovery out of range",1,"20250925","colored; sub-sampled in lab at 1532","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_H6_20250204_15CM","SW","H6","15cm","PW",5,20250204,20250131,1400,1333,"EST",0.58747178224462,0.0676128978036051,11.5091311356724,"Within Range","High CV","MC 10 out of range; Dup perc diff out of range; Spk recovery out of range",1,"20250925","colored","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_H6_20250403_15CM","SW","H6","15cm","PW",5,20250403,20250331,1423,1309,"EDT",0.0615668583859948,0,0,"Within Range","Within Range","Std curve r2 low; MC 10 out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_H6_20250509_15CM","SW","H6","15cm","PW",5,20250509,20250506,809,1141,"EDT",1.87832932262488,0,0,"Within Range","Within Range","Std curve r2 low; MC 10 out of range",1,"20250925","sub-sampled at 1229","MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
"TMP","TMP_SW_PW_H6_20250602_15CM","SW","H6","15cm","PW",5,20250602,20250530,1253,1311,"EDT",0.491852705179415,0.0676128978036052,13.746574348705,"Within Range","High CV","Std curve r2 low; MC 10 out of range",1,"20250925",NA,"MC 10 was low in 4/8 plates. Plate 1 and 4 dups were bad. 
2/8 dups were bad. Used 10 uL spike for all plates. 
3/8 spikes were bad. Plate 15 Std curve used for all plates."
