"Project","Site","Plot","Grid","Depth_cm","Event_Time","Time_of_day","Sample_ID","Volume_mL","Evacuation_Date_YYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","NOx_Conc_mgL","NOx_Conc_uM","NOx_Conc_Flag","NOx_QAQC_Flag","NH3_Conc_mgL","NH3_Conc_uM","NH3_Conc_Flag","NH3_QAQC_Flag","PO4_Conc_mgL","PO4_Conc_uM","PO4_Conc_Flag","PO4_QAQC_Flag","Analysis_rundate","Run_notes","Field_notes"
"COMPASS","TEMPEST","FW","I5","15cm",NA,NA,"TMP_FW_I5_20230710_15cm","8","20230707","20230710","920","1018",NA,"0.037255","2.65979852499161","Within_Range",NA,"0.304932","21.7704384330356","Within_Range",NA,"0.006155","0.439432557276161","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","I5","15cm",NA,NA,"TMP_FW_I5_20230807_15cm","8","20230804","20230807","1305","845",NA,"0.009668","0.690241098902668","bdl",NA,"0.0278","1.98476443416365","Within_Range",NA,"0.007242","0.517038274540042","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","I5","15cm",NA,NA,"TMP_FW_I5_20231002_15cm","7","20230929","20231002","1550","933",NA,"0.012132","0.866156910621345","bdl",NA,"0.036704","2.62046020832887","Within_Range",NA,"0.007426","0.530174844895657","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","I5","15cm",NA,NA,"TMP_FW_I5_20231208_15cm","6","20231205","20231208","1122","1156",NA,"0.008658","0.618132750754996","bdl",NA,"0.002929","0.209114209628249","bdl",NA,"0.003913","0.27936630326915","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","B4","15cm",NA,NA,"TMP_SW_B4_20230612_15cm","8","20230608","20230612","1415","935",NA,"0.010725","0.765704984043351","bdl",NA,"0.024701","1.76351317583728","Within_Range",NA,"0.003565","0.254521050640051","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","B4","15cm",NA,NA,"TMP_SW_B4_20230614_15cm","8","20230612","20230614","935","1214",NA,"0.007857","0.560945833065604","bdl",NA,"0.027961","1.99625893322481","Within_Range",NA,"0.004156","0.296715143467055","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","B4","15cm",NA,NA,"TMP_SW_B4_20230617_15cm","6","20230614","20230617","1214","1133",NA,"0.007939","0.566800174202346","bdl",NA,"0.025105","1.79235651509635","Within_Range",NA,"0.004665","0.333054895157318","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","B4","15cm",NA,NA,"TMP_SW_B4_20230627_15cm","8","20230623","20230627","1239","1431",NA,"0.01292","0.922415701057351","bdl",NA,"0.099198","7.08218209856711","Within_Range",NA,"0.00349","0.249166470332055","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","Clear"
"COMPASS","TEMPEST","SW","B4","15cm",NA,NA,"TMP_SW_B4_20230707_15cm","6","20230705","20230707","1239","1020",NA,"0.022509","1.6070166420356","bdl",NA,"0.245996","17.5627378326087","Within_Range",NA,"0.004626","0.33027051339716","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","B4","15cm",NA,NA,"TMP_SW_B4_20230810_15cm","8","20230807","20230810","1058","1120",NA,"0.053738","3.8365924878808","Within_Range",NA,"0.444228","31.7153933474694","Within_Range",NA,"0.050842","3.62983429358807","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","very yellow"
"COMPASS","TEMPEST","SW","B4","15cm",NA,NA,"TMP_SW_B4_20231211_15cm","8","20231208","20231211","1031","1149",NA,"0.026971","1.92557847315927","Within_Range",NA,"0.081782","5.83877715664646","Within_Range",NA,"0.035941","2.56598627799553","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","yellow"
"COMPASS","TEMPEST","SW","C3","15cm",NA,NA,"TMP_SW_C3_20230614_15cm","8","20230612","20230614","848","1201",NA,"0.019162","1.36805957149079","bdl",NA,"0.149076","10.6431921865964","Within_Range",NA,"0.004615","0.329485174951987","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","C3","15cm",NA,NA,"TMP_SW_C3_20230617_15cm","6.5","20230614","20230617","1201","1048",NA,"0.023164","1.65377997672542","bdl",NA,"0.219456","15.6679303476194","Within_Range",NA,"0.005545","0.395881970771131","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","C3","15cm",NA,NA,"TMP_SW_C3_20230627_15cm","8","20230623","20230627","1235","1442",NA,"0.014161","1.01101615655365","bdl",NA,"0.01619","1.15587540248595","bdl",NA,"0.003771","0.269228297886012","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","Clear"
"COMPASS","TEMPEST","SW","C3","15cm",NA,NA,"TMP_SW_C3_20230707_15cm","6","20230705","20230707","1235","1031",NA,"0.019923","1.42239071301591","bdl",NA,"0.037043","2.64466291132101","Within_Range",NA,"0.005058","0.361112895971214","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","C3","15cm",NA,NA,"TMP_SW_C3_20230807_15cm","8","20230804","20230807","1221","1104",NA,"0.01025","0.731792642092713","bdl",NA,"0.022388","1.5983779191387","Within_Range",NA,"0.004488","0.320418085630448","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","clear"
"COMPASS","TEMPEST","SW","C3","15cm",NA,NA,"TMP_SW_C3_20231002_15cm","7","20230929","20231002","1113","1138",NA,"0.015196","1.08490936480399","bdl",NA,"0.020613","1.47165285184947","Within_Range",NA,"0.00504","0.359827796697295","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","C6","15cm",NA,NA,"TMP_SW_C6_20230627_15cm","8","20230623","20230627","1242","1421",NA,"0.011766","0.840026558718328","bdl",NA,"0.021091","1.50577937701243","Within_Range",NA,"0.003283","0.234387828681988","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","Clear"
"COMPASS","TEMPEST","SW","C6","15cm",NA,NA,"TMP_SW_C6_20230810_15cm","8","20230807","20230810","1053","1131",NA,"0.026132","1.86567856811383","Within_Range",NA,"0.053509","3.82024316934039","Within_Range",NA,"0.02301","1.64278523849301","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","very yellow"
"COMPASS","TEMPEST","SW","D5","15cm",NA,NA,"TMP_SW_D5_20230614_15cm","8","20230612","20230614","927","1228",NA,"0.011353","0.810540669822299","bdl",NA,"0.053131","3.79325608458809","Within_Range",NA,"0.00428","0.305568049576274","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","D5","15cm",NA,NA,"TMP_SW_D5_20230617_15cm","6","20230614","20230617","1228","1122",NA,"0.007666","0.547309501881243","bdl",NA,"0.002702","0.19290767989605","bdl",NA,"0.003908","0.279009331248617","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","D5","15cm",NA,NA,"TMP_SW_D5_20230627_15cm","8","20230623","20230627","1245","1412",NA,"0.011718","0.83659962732121","bdl",NA,"0.006891","0.491978838698623","bdl",NA,"0.003299","0.235530139147694","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","Clear"
"COMPASS","TEMPEST","SW","D5","15cm",NA,NA,"TMP_SW_D5_20230807_15cm","8","20230804","20230807","1225","1044",NA,"0.012648","0.902996423140354","bdl",NA,"0.016074","1.14759365160959","bdl",NA,"0.011224","0.801330791692547","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","light yellow"
"COMPASS","TEMPEST","SW","D5","15cm",NA,NA,"TMP_SW_D5_20231002_15cm","6.5","20230929","20231002","1122","1123",NA,"0.008819","0.629627249816159","bdl",NA,"0.013927","0.994309865992704","bdl",NA,"0.012103","0.864086472902254","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","D5","15cm",NA,NA,"TMP_SW_D5_20231208_15cm","6.5","20231205","20231208","1042","1043",NA,"0.009336","0.666538156739275","bdl",NA,"0.024498","1.74902011180364","Within_Range",NA,"0.012743","0.909778891530482","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","yellow"
"COMPASS","TEMPEST","SW","E3","15cm",NA,NA,"TMP_SW_E3_20230612_15cm","7","20230608","20230612","1330","855",NA,"0.014678","1.04792706347676","bdl",NA,"0.017132","1.22312893115438","bdl",NA,"0.003508","0.250451569605974","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","E3","15cm",NA,NA,"TMP_SW_E3_20230614_15cm","8","20230612","20230614","855","1257",NA,"0.007211","0.514825048012737","bdl",NA,"0.003278","0.234030856661455","bdl",NA,"0.003609","0.257662404420741","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","E3","15cm",NA,NA,"TMP_SW_E3_20230617_15cm","6","20230614","20230617","1257","1057",NA,"0.013746","0.981387478849408","bdl",NA,"0.00822","0.586862001756302","bdl",NA,"0.003916","0.27958048648147","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","E3","15cm",NA,NA,"TMP_SW_E3_20230627_15cm","8","20230623","20230627","1247","1339",NA,"0.01599","1.14159652166463","bdl",NA,"0.008356","0.596571640714801","bdl",NA,"0.00309","0.220608708689413","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","Clear"
"COMPASS","TEMPEST","SW","E3","15cm",NA,NA,"TMP_SW_E3_20230810_15cm","8","20230807","20230810","1025","1142",NA,"0.017591","1.25589896263931","bdl",NA,"0.026817","1.91458373492686","Within_Range",NA,"0.00806","0.575438897099245","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","light yellow"
"COMPASS","TEMPEST","SW","F4","15cm",NA,NA,"TMP_SW_F4_20230627_15cm","8","20230623","20230627","1249","1355",NA,"0.019774","1.41175294680403","bdl",NA,"0.012963","0.925485660433935","bdl",NA,"0.00445","0.317705098274397","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","Clear"
"COMPASS","TEMPEST","SW","F4","15cm",NA,NA,"TMP_SW_F4_20230810_15cm","8","20230807","20230810","1032","1153",NA,"0.017507","1.24990183269435","bdl",NA,"0.028808","2.05672999350311","Within_Range",NA,"0.016926","1.20842168390842","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","yellow"
"COMPASS","TEMPEST","SW","F6","15cm",NA,NA,"TMP_SW_F6_20230614_15cm","8","20230612","20230614","922","1242",NA,"0.009732","0.694810340765491","bdl",NA,"0.003709","0.264801844831402","bdl",NA,"0.003458","0.246881849400644","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","F6","15cm",NA,NA,"TMP_SW_F6_20230617_15cm","6","20230614","20230617","1242","1118",NA,"0.015824","1.12974505058294","bdl",NA,"0.004916","0.350974890588076","bdl",NA,"0.003852","0.275011244618647","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","F6","15cm",NA,NA,"TMP_SW_F6_20230627_15cm","8","20230623","20230627","1256","1402",NA,"0.003158","0.225463528168662","bdl",NA,"0.005481","0.391312728908308","bdl",NA,"0.00283","0.202046163621695","bdl",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","Clear"
"COMPASS","TEMPEST","SW","F6","15cm",NA,NA,"TMP_SW_F6_20230707_15cm","8","20230705","20230707","1430","1050",NA,"0.015719","1.12224863815174","bdl",NA,"0.023311","1.6642749541291","Within_Range",NA,"0.003699","0.264087900790336","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","F6","15cm",NA,NA,"TMP_SW_F6_20230807_15cm","6","20230804","20230807","1228","1037",NA,"0.018966","1.35406626828589","bdl",NA,"0.018013","1.2860274011723","bdl",NA,"0.004101","0.292788451241192","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","clear"
"COMPASS","TEMPEST","SW","F6","15cm",NA,NA,"TMP_SW_F6_20231002_15cm","7.5","20230929","20231002","1525","1116",NA,"0.010075","0.719298621374057","bdl",NA,"0.011634","0.830602497376256","bdl",NA,"0.006786","0.484482426267429","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","F6","15cm",NA,NA,"TMP_SW_F6_20231211_15cm","8","20231208","20231211","1049","1202",NA,"0.013129","0.937337131515632","bdl",NA,"0.013743","0.981173295637088","bdl",NA,"0.011085","0.791406969521729","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","light yellow"
"COMPASS","TEMPEST","SW","H3","15cm",NA,NA,"TMP_SW_H3_20230627_15cm","8","20230623","20230627","1252","1329",NA,"0.012261","0.875366788751098","bdl",NA,"0.010747","0.767275660933696","bdl",NA,"0.003631","0.259233081311087","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","Clear"
"COMPASS","TEMPEST","SW","H3","15cm",NA,NA,"TMP_SW_H3_20230810_15cm","8","20230807","20230810","1018","1203",NA,"0.024161","1.72496019761971","bdl",NA,"0.039142","2.79451976554078","Within_Range",NA,"0.036113","2.57826611550187","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","yellow"
"COMPASS","TEMPEST","SW","H6","15cm",NA,NA,"TMP_SW_H6_20230627_15cm","8","20230623","20230627","1255","1317",NA,"0.011443","0.816966166191894","bdl",NA,"0.0196","1.39933032048948","bdl",NA,"0.00402","0.287005504508557","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","Clear"
"COMPASS","TEMPEST","SW","H6","15cm",NA,NA,"TMP_SW_H6_20230810_15cm","8","20230807","20230810","1006","1226",NA,"0.027695","1.97726802173246","Within_Range",NA,"0.039645","2.8304311508064","Within_Range",NA,"0.023245","1.65956292345806","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","yellow"
"COMPASS","TEMPEST","SW","I5","15cm",NA,NA,"TMP_SW_I5_20230627_15cm","8","20230623","20230627","1253","1305",NA,"0.0216","1.54211912870269","bdl",NA,"0.137491","9.81608801502138","Within_Range",NA,"0.018263","1.30387600219895","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","Clear"
"COMPASS","TEMPEST","SW","I5","15cm",NA,NA,"TMP_SW_I5_20230807_15cm","7.5","20230804","20230807","1240","1012",NA,"0.012474","0.890573796825805","bdl",NA,"0.039587","2.82629027536822","Within_Range",NA,"0.009202","0.65697130658899","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","yellow"
"COMPASS","TEMPEST","C","H6","15cm",NA,NA,"TMP_C_H6_20230603_15cm","6","20230531","20230603","1426","1415",NA,"0.021085","1.50535101058779","bdl",NA,"0.046381","3.3113438568685","Within_Range",NA,"0.009746","0.695809862422983","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","D5","15cm",NA,"AM","TMP_SW_D5_20230607_AM_15cm","8","20230606","20230607","1748","925",NA,"0.010258","0.732363797325566","bdl",NA,"0.006447","0.46027972327529","bdl",NA,"0.008256","0.58943220030414","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","small bubbles in syringe"
"COMPASS","TEMPEST","SW","E3","15cm",NA,"AM","TMP_SW_E3_20230607_AM_15cm","8","20230606","20230607","1658","832",NA,NA,NA,NA,NA,"0.006978","0.498190151855897","bdl",NA,"0.008096","0.578009095647083","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","small bubbles in syringe"
"COMPASS","TEMPEST","C","C6","15cm",NA,NA,"TMP_C_C6_20230603_15cm","8","20230531","20230603","1512","1441",NA,"0.016367","1.16851221201282","bdl",NA,"0.010364","0.739931604160866","bdl",NA,"0.009439","0.673891780362255","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","C","I5","15cm",NA,NA,"TMP_C_I5_20230603_15cm","8","20230531","20230603","1436","1400",NA,"0.021979","1.5691776078591","bdl",NA,"0.027877","1.99026180327986","Within_Range",NA,"0.013431","0.958898241555827","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","B4","15cm",NA,"AM","TMP_FW_B4_20230607_AM_15cm","6","20230606","20230607","1630","934",NA,"0.01947","1.39004904795562","bdl",NA,"0.011881","0.848236915190587","bdl",NA,"0.006879","0.491122105849344","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","C3","15cm",NA,NA,"TMP_FW_C3_20230603_15cm","8.5","20230531","20230603","1334","1546",NA,"0.056177","4.01072343949681","Within_Range",NA,"0.0468","3.34125811218917","Within_Range",NA,"0.006404","0.457209763898706","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","C3","15cm",NA,NA,"TMP_FW_C3_20230606_15cm","8","20230605","20230606",NA,"1640",NA,"0.020512","1.4644420170347","bdl",NA,"0.023128","1.65120977817759","Within_Range",NA,"0.006461","0.461279244932782","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","C3","15cm",NA,"AM","TMP_FW_C3_20230607_AM_15cm","8","20230606","20230607","1640","902",NA,"0.00969","0.691811775793013","bdl",NA,"0.046413","3.31362847779991","Within_Range",NA,"0.006728","0.480341550829246","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","C3","15cm",NA,"PM","TMP_FW_C3_20230607_PM_15cm","8","20230607","20230607","902","1734",NA,"0.005902","0.421369773037189","bdl",NA,"0.006033","0.430722439975155","bdl",NA,"0.007544","0.538599384580237","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","D5","15cm",NA,NA,"TMP_FW_D5_20230606_15cm","8","20230605","20230606","1547","1650",NA,NA,NA,NA,NA,"0.00212","0.151356136706005","bdl",NA,"0.007248","0.517466640964681","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","D5","15cm",NA,NA,"TMP_FW_D5_20230603_15cm","8","20230531","20230603","1326","1552",NA,"0.11825","8.44238828560617","Within_Range",NA,"0.031976","2.28290746571284","Within_Range",NA,"0.008643","0.617061834693397","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","D5","15cm",NA,NA,"TMP_FW_D5_20230606_15cm","8","20230605","20230606","1547","1650",NA,"0.017233","1.23033976596914","bdl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","D5","15cm",NA,"AM","TMP_FW_D5_20230607_AM_15cm","8","20230606","20230607","1650","921",NA,"0.010656","0.760778770159995","bdl",NA,"0.004943","0.352902539498954","bdl",NA,"0.0068","0.485481947924922","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","D5","15cm",NA,"PM","TMP_FW_D5_20230607_PM_15cm","8","20230607","20230607","921","1805",NA,"0.005144","0.367252814724382","bdl",NA,"0.325494","23.2384501702757","Within_Range",NA,"0.006966","0.497333419006618","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","E3","15cm",NA,"AM","TMP_FW_E3_20230607_AM_15cm","7","20230606","20230607","1705","852",NA,"0.016999","1.2136334754082","bdl",NA,"0.015945","1.13838377347983","bdl",NA,"0.011846","0.845738111046856","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","E3","15cm",NA,"PM","TMP_FW_E3_20230607_PM_15cm","8","20230607","20230607","852","1743",NA,"0.011911","0.850378747313785","bdl",NA,"0.010303","0.735576545510363","bdl",NA,"0.011609","0.82881763727359","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","F4","15cm",NA,NA,"TMP_FW_F4_20230606_15cm","8","20230605","20230606","1521","1716",NA,"0.018922","1.3509249145052","bdl",NA,"0.01171","0.836028472088358","bdl",NA,"0.008027","0.573082881763727","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","F4","15cm",NA,"AM","TMP_FW_F4_20230607_AM_15cm","8","20230606","20230607","1716","840",NA,"0.010309","0.736004911935003","bdl",NA,"0.010309","0.736004911935003","bdl",NA,"0.007066","0.504472859417279","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","F4","15cm",NA,"PM","TMP_FW_F4_20230607_PM_15cm","8","20230607","20230607","840","1754",NA,"0.005091","0.363468911306732","bdl",NA,"0.006585","0.470132151042001","bdl",NA,"0.008271","0.590503116365739","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","H3","15cm",NA,NA,"TMP_FW_H3_20230606_15cm","6","20230605","20230606",NA,"1800",NA,"0.024895","1.77736369023396","bdl",NA,"0.009615","0.686457195485018","bdl",NA,"0.00989","0.706090656614335","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","H3","15cm",NA,"AM","TMP_FW_H3_20230607_AM_15cm","7","20230606","20230607","1800","827",NA,"0.016386","1.16986870569085","bdl",NA,"0.015601","1.11382409846716","bdl",NA,"0.010398","0.74235901390049","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","H3","15cm",NA,"PM","TMP_FW_H3_20230607_PM_15cm","8","20230607","20230607","827","1654",NA,"0.012947","0.92434334996823","bdl",NA,"0.009062","0.646976090014065","bdl",NA,"0.009699","0.692454325429973","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","H6","15cm",NA,"AM","TMP_FW_H6_20230607_AM_15cm","7","20230606","20230607","1736","815",NA,"0.011449","0.817394532616534","bdl",NA,"0.010443","0.745571762085288","bdl",NA,"0.006409","0.457566735919239","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","H6","15cm",NA,"PM","TMP_FW_H6_20230607_PM_15cm","8","20230607","20230607","815","1643",NA,"0.018615","1.32900683244447","bdl",NA,"0.110858","7.91464085045014","Within_Range",NA,"0.00668","0.476914619432129","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","I5","15cm",NA,NA,"TMP_FW_I5_20230603_15cm","8.5","20230531","20230603","1305","1609",NA,"0.026503","1.89216589203738","Within_Range",NA,"0.017372","1.24026358813996","bdl",NA,"0.007189","0.513254371122391","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","I5","15cm",NA,NA,"TMP_FW_I5_20230606_15cm","8","20230605","20230606",NA,"1745",NA,"0.020389","1.45566050532959","bdl",NA,"0.003799","0.271227341200997","bdl",NA,"0.007578","0.541026794319861","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","I5","15cm",NA,"AM","TMP_FW_I5_20230607_AM_15cm","8","20230606","20230607","1745","801",NA,"0.017321","1.23662247353052","bdl",NA,"0.094018","6.71235908529489","Within_Range",NA,"0.009482","0.676961739738839","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","I5","15cm",NA,"PM","TMP_FW_I5_20230607_PM_15cm","8","20230607","20230607","801","1704",NA,"0.004796","0.342407562095283","bdl",NA,"0.010401","0.74257319711281","bdl",NA,"0.007855","0.560803044257391","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","B4","15cm",NA,NA,"TMP_SW_B4_20230603_15cm","6","20230531","20230603","1405","1506",NA,"0.046831","3.34347133871647","Within_Range",NA,"0.060501","4.31943284285378","Within_Range",NA,"0.035945","2.56627185561196","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","B4","15cm",NA,"AM","TMP_SW_B4_20230607_AM_15cm","8","20230606","20230607","1631","902",NA,"0.009208","0.657399673013629","bdl",NA,"0.020461","1.46080090242527","Within_Range",NA,"0.009481","0.676890345334733","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","small bubbles in syringe"
"COMPASS","TEMPEST","SW","B4","15cm",NA,"PM","TMP_SW_B4_20230607_PM_15cm","8","20230607","20230607","902","1723",NA,"0.009521","0.679746121498997","bdl",NA,"0.031083","2.21915226284564","Within_Range",NA,"0.010357","0.73943184333212","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","bubbles in syringe"
"COMPASS","TEMPEST","SW","C3","15cm",NA,NA,"TMP_SW_C3_20230603_15cm","6","20230531","20230603","1401","1453",NA,"0.034786","2.4835257412524","Within_Range",NA,"0.212291","15.1563894421955","Within_Range",NA,"0.017179","1.22648446814739","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","C3","15cm",NA,NA,"TMP_SW_C3_20230606_15cm","8","20230605","20230606",NA,"1619",NA,"0.019113","1.36456124568956","bdl",NA,"0.018838","1.34492778456025","bdl",NA,"0.013101","0.935338088200647","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
